Player,College,DraftYear,DraftRound,DraftPick,SeasonNum,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Mason Plumlee,Duke,2013,1,22,3,23,C,234,149,5102,18.066666666666666,0.6013333333333333,0.008,0.6473333333333334,10.333333333333334,21.133333333333336,15.766666666666666,10.433333333333332,1.8333333333333333,3.233333333333333,16.6,17.8,8.9,6.7,15.6,0.149,0.0,0.9,0.8666666666666667,3.8,ROY-4
Matisse Thybulle,Washington,2019,1,20,3,22,SG,196,72,4270,10.433333333333332,0.547,0.5533333333333333,0.124,3.0666666666666664,6.766666666666667,4.966666666666666,6.8,3.6,3.9333333333333336,12.5,10.033333333333333,1.6,7.2,8.8,0.09833333333333333,-2.533333333333333,3.633333333333333,1.0999999999999999,3.4000000000000004,"DPOY-11,DEF2"
Maurice Harkless,St. John's,2012,1,15,3,19,SF,201,104,4598,10.9,0.49833333333333335,0.2933333333333333,0.26066666666666666,5.766666666666667,11.733333333333334,8.733333333333333,5.233333333333333,2.4,1.8333333333333333,12.299999999999999,14.799999999999999,1.0,4.4,5.5,0.04933333333333333,-2.3000000000000003,0.5333333333333333,-1.7666666666666668,0.9000000000000001,
Max Christie,Michigan State,2022,2,35,3,19,SG,186,46,3583,8.733333333333334,0.5599999999999999,0.5356666666666666,0.19999999999999998,1.8,13.066666666666668,7.633333333333334,7.433333333333333,1.0999999999999999,1.3666666666666665,11.300000000000002,13.066666666666668,1.1,2.9000000000000004,4.0,0.051333333333333335,-2.8333333333333335,-0.3,-3.0666666666666664,-0.8,
Maxime Raynaud,Stanford,2025,2,42,1,22,C,4,0,54,9.2,0.397,0.133,0.4,12.3,25.5,18.8,6.9,1.7,1.7,14.5,16.2,-0.1,0.0,0.0,-0.016,-4.6,-1.9,-6.5,-0.1,
Maxwell Lewis,Pepperdine,2023,2,40,2,21,SF,62,1,430,3.0,0.381,0.446,0.118,4.15,7.8,5.85,7.9,1.15,1.4500000000000002,21.0,15.25,-0.6,0.3,-0.2,-0.0825,-6.75,-2.1500000000000004,-8.95,-0.5,
Melvin Frazier,Tulane,2018,2,35,3,22,SG,32,0,290,3.533333333333333,0.4006666666666667,0.39833333333333326,0.15133333333333332,4.366666666666667,6.333333333333333,5.333333333333333,2.6333333333333333,1.6666666666666667,0.4666666666666666,7.333333333333333,19.0,-0.6000000000000001,0.2,-0.30000000000000004,-0.07866666666666668,-8.166666666666666,-2.9,-11.066666666666668,-0.5,
Meyers Leonard,Illinois,2012,1,11,3,20,C,164,16,2408,12.1,0.572,0.18266666666666667,0.22766666666666668,7.166666666666667,22.633333333333336,14.966666666666669,5.8,0.7000000000000001,1.5333333333333332,13.166666666666666,14.633333333333333,3.6,2.4,5.8,0.11366666666666665,-2.4333333333333336,0.23333333333333336,-2.2333333333333334,0.0,
Mfiondu Kabengele,Florida State,2019,1,27,3,22,C,55,0,380,11.933333333333332,0.49366666666666664,0.5386666666666667,0.22233333333333336,7.266666666666667,16.7,12.033333333333333,4.533333333333333,1.8666666666666665,2.3,10.033333333333333,17.400000000000002,-0.1,0.5,0.5,0.08866666666666667,-2.8666666666666667,-0.7999999999999999,-3.6666666666666665,-0.2,
Micah Peavy,Georgetown,2025,2,40,1,24,SG,5,0,54,3.3,0.269,0.357,0.143,11.2,13.2,12.1,7.5,0.9,0.0,6.3,12.4,-0.1,0.0,-0.1,-0.078,-6.4,-3.4,-9.9,-0.1,
Michael Carter-Williams,Syracuse,2013,1,11,3,22,PG,190,170,6212,14.5,0.47933333333333333,0.154,0.319,3.6333333333333333,15.533333333333333,9.466666666666667,31.366666666666664,2.566666666666667,1.5333333333333332,18.666666666666668,24.566666666666666,-3.3,6.6,3.3,0.026,-0.9666666666666667,0.2333333333333333,-0.7666666666666666,1.9,ROY-1
Michael Gbinije,Syracuse,2016,2,49,1,24,SG,9,0,32,-2.1,0.184,0.4,0.2,6.6,3.5,5.1,7.9,0.0,0.0,0.0,15.0,-0.1,0.0,-0.1,-0.136,-9.2,-2.9,-12.1,-0.1,
Michael Kidd-Gilchrist,Kentucky,2012,1,2,3,19,SF,195,191,5114,13.700000000000001,0.5136666666666666,0.013333333333333334,0.42333333333333334,7.599999999999999,19.0,13.166666666666666,7.8999999999999995,1.3,2.2666666666666666,11.566666666666668,17.166666666666668,3.6,5.4,9.0,0.08766666666666667,-1.8666666666666665,0.16666666666666666,-1.7333333333333334,0.3,ROY-8
Michael Porter Jr.,Missouri,2018,1,14,3,21,SF,125,71,3080,15.966666666666669,0.5653333333333334,0.43933333333333335,0.14633333333333334,5.833333333333333,21.73333333333333,13.9,7.466666666666666,1.4666666666666668,2.033333333333333,9.6,21.233333333333334,6.1,3.5,9.600000000000001,0.09833333333333333,0.8333333333333335,-0.4000000000000001,0.3666666666666667,3.1999999999999997,
Mikal Bridges,Villanova,2018,1,10,3,22,SF,227,160,6807,13.366666666666667,0.6143333333333333,0.476,0.2193333333333333,3.233333333333333,11.066666666666668,7.133333333333333,9.066666666666668,2.1666666666666665,1.9000000000000001,9.833333333333334,13.266666666666666,9.600000000000001,6.1,15.7,0.11166666666666665,-0.06666666666666672,0.9333333333333332,0.8333333333333334,4.9,
Mike Muscala,Bucknell,2013,2,44,3,22,PF,120,8,1282,14.133333333333333,0.5546666666666666,0.148,0.205,9.633333333333333,16.133333333333333,12.933333333333332,7.433333333333334,1.1333333333333335,3.5666666666666664,12.833333333333334,17.166666666666668,1.7999999999999998,1.7999999999999998,3.7,0.11833333333333333,-2.1,0.0,-2.1,0.3,
Mike Scott,Virginia,2012,2,43,3,24,PF,188,7,2981,15.566666666666668,0.545,0.24966666666666668,0.25366666666666665,7.233333333333333,17.900000000000002,12.633333333333333,8.4,0.9,0.3333333333333333,9.533333333333333,22.866666666666664,3.4000000000000004,2.7,6.2,0.103,-0.10000000000000002,-1.7666666666666668,-1.8666666666666665,0.4,
Miles Bridges,Michigan State,2018,1,12,3,20,SF,211,108,5623,13.299999999999999,0.5643333333333334,0.4183333333333334,0.169,4.433333333333334,16.733333333333334,10.433333333333334,9.633333333333333,1.2333333333333334,2.466666666666667,10.833333333333334,17.46666666666667,4.1,4.7,8.7,0.07566666666666667,-0.7333333333333333,-0.26666666666666666,-1.0333333333333332,1.3,6MOY-12
Miles McBride,West Virginia,2021,2,36,3,21,PG,172,18,2460,9.200000000000001,0.486,0.613,0.13866666666666666,1.8666666666666665,7.5,4.633333333333334,13.5,2.0666666666666664,0.6,6.599999999999999,14.966666666666667,2.3,2.4,4.5,0.07,-3.1666666666666665,0.9333333333333332,-2.3,0.29999999999999993,
Miles Plumlee,Duke,2012,1,26,3,24,C,167,107,3213,12.266666666666666,0.4503333333333333,0.0,0.20333333333333334,15.466666666666669,21.2,18.333333333333332,4.3999999999999995,1.0,3.9333333333333336,14.233333333333334,16.53333333333333,2.0,4.6,6.6,0.062,-2.6333333333333333,-0.6,-3.233333333333333,0.6,
Mitch McGary,Michigan,2014,1,21,2,22,PF,52,2,557,12.0,0.512,0.093,0.3385,9.15,22.25,15.899999999999999,5.3,1.2,2.35,17.4,19.7,0.5,0.7999999999999999,1.3,0.0545,-3.7,-0.9,-4.6,-0.1,
Miye Oni,Yale,2019,2,58,3,22,SF,80,1,672,5.5,0.43133333333333335,0.7906666666666666,0.10933333333333334,4.233333333333333,12.666666666666666,8.633333333333333,8.7,0.9333333333333332,0.9,11.233333333333334,11.800000000000002,0.1,0.7999999999999999,1.0,0.037333333333333336,-4.566666666666666,-0.03333333333333335,-4.633333333333334,-0.2,
Mo Bamba,Texas,2018,1,6,3,20,C,155,6,2369,17.233333333333334,0.5456666666666666,0.35133333333333333,0.213,10.4,25.866666666666664,17.933333333333334,7.566666666666666,1.0,7.7,11.866666666666667,18.900000000000002,1.8,4.2,6.0,0.11933333333333333,-1.2666666666666666,1.0,-0.3,1.0,
Monte Morris,Iowa State,2017,2,51,3,22,PG,158,18,3631,19.400000000000002,0.6163333333333333,0.26466666666666666,0.20166666666666666,1.1666666666666667,8.5,4.833333333333333,28.333333333333332,3.1333333333333333,0.39999999999999997,9.133333333333333,16.099999999999998,7.2,2.9000000000000004,10.2,0.19166666666666665,1.9333333333333333,1.5999999999999999,3.566666666666667,2.5,6MOY-9
Montrezl Harrell,Louisville,2015,2,32,3,22,PF,173,18,2736,19.5,0.648,0.014666666666666666,0.4223333333333333,8.133333333333333,14.299999999999999,11.233333333333334,8.966666666666667,1.2333333333333332,3.0,10.933333333333332,18.633333333333336,8.100000000000001,2.5,10.5,0.16866666666666666,1.1666666666666667,0.06666666666666667,1.2333333333333332,2.6,
Moritz Wagner,Michigan,2018,1,25,3,21,C,133,34,2003,12.566666666666668,0.5836666666666667,0.3826666666666667,0.349,4.966666666666667,18.433333333333334,11.6,8.966666666666667,1.4666666666666668,2.1999999999999997,16.099999999999998,19.46666666666667,1.3,1.9,3.0999999999999996,0.067,-2.8666666666666667,-0.16666666666666666,-3.0666666666666664,-0.5,
Moses Moody,Arkansas,2021,1,14,3,19,SG,181,23,2580,11.5,0.5846666666666667,0.5573333333333333,0.217,4.3999999999999995,11.1,7.833333333333333,6.733333333333333,1.1333333333333335,1.4333333333333333,8.933333333333332,16.066666666666666,2.5,2.5,5.0,0.09266666666666667,-1.0999999999999999,-0.6333333333333334,-1.7333333333333334,0.39999999999999997,
Mouhamed Gueye,Washington State,2023,2,39,3,21,PF,49,30,783,14.866666666666667,0.5363333333333333,0.449,0.22866666666666666,10.166666666666666,19.166666666666668,14.633333333333333,8.566666666666666,2.1999999999999997,4.933333333333334,7.599999999999999,15.699999999999998,0.7,1.1,1.7999999999999998,0.11833333333333333,-1.2333333333333334,0.7333333333333334,-0.5,0.30000000000000004,
Moussa Diabaté,Michigan,2022,2,43,3,21,C,104,9,1500,18.466666666666665,0.577,0.021333333333333333,0.49700000000000005,20.366666666666664,16.066666666666666,18.133333333333333,6.066666666666666,2.5,2.733333333333333,12.433333333333332,15.366666666666667,2.2,1.8,3.9000000000000004,0.16,0.2333333333333334,-0.5666666666666668,-0.3999999999999999,0.1,
