Player,College,DraftYear,DraftRound,DraftPick,Season,SeasonNum,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Brandon Knight,Kentucky,2011,1,8,2015,5,24,PHO,SG,52,50,1870,14.7,0.522,0.392,0.204,2.0,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.7,0.9,1.7,0.043,0.9,-1.5,-0.6,0.6,
Brandon Knight,Kentucky,2011,1,8,2016,6,25,PHO,SG,54,5,1140,12.4,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25.0,0.1,0.2,0.3,0.015,-0.8,-2.1,-2.8,-0.2,
Brandon Knight,Kentucky,2011,1,8,2018,7,27,2TM,PG,39,26,736,8.9,0.484,0.496,0.131,1.4,7.7,4.4,14.4,1.4,0.2,9.8,18.1,-0.1,0.0,0.0,-0.002,-3.5,-2.0,-5.4,-0.6,
Brandon Knight,Kentucky,2011,1,8,2019,8,28,2TM,SG,25,3,462,8.5,0.503,0.784,0.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.01,-1.8,-2.6,-4.4,-0.3,
Brandon Knight,Kentucky,2011,1,8,2021,9,30,DAL,PG,5,0,65,13.0,0.561,0.68,0.32,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,0.1,0.1,0.1,0.091,-2.7,-1.9,-4.6,0.0,
Brandon Miller,Alabama,2023,1,2,2023,1,21,CHO,SF,74,68,2383,13.0,0.552,0.455,0.16,2.7,12.4,7.4,11.6,1.4,1.6,10.2,23.9,-0.3,1.0,0.8,0.015,-0.9,-1.6,-2.6,-0.3,ROY-3
Brandon Miller,Alabama,2023,1,2,2024,2,22,CHO,SF,27,27,924,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4,
Brandon Miller,Alabama,2023,1,2,2025,3,23,CHO,SF,2,2,40,13.9,0.493,0.44,0.4,0.0,0.0,0.0,32.6,1.2,2.2,9.3,33.2,0.0,0.0,0.0,0.024,-3.7,-2.7,-6.4,0.0,
Brice Johnson,UNC,2016,1,25,2016,1,22,LAC,PF,3,0,9,17.2,0.286,0.0,0.0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0.0,0.0,-0.165,-6.6,4.5,-2.0,0.0,
Brice Johnson,UNC,2016,1,25,2017,2,23,2TM,PF,18,0,98,18.2,0.486,0.024,0.119,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,0.0,0.2,0.2,0.082,-2.1,1.7,-0.4,0.0,
Brice Sensabaugh,Ohio State,2023,1,28,2023,1,20,UTA,SF,32,11,584,8.6,0.511,0.528,0.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,
Brice Sensabaugh,Ohio State,2023,1,28,2024,2,21,UTA,SF,71,15,1432,13.4,0.612,0.621,0.122,3.2,12.6,7.9,12.0,1.5,0.5,14.5,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3,
Brice Sensabaugh,Ohio State,2023,1,28,2025,3,22,UTA,SF,8,0,107,11.2,0.534,0.673,0.245,0.0,16.2,8.0,12.3,1.3,1.0,8.4,22.6,0.0,0.1,0.1,0.047,-3.1,-1.7,-4.7,-0.1,
Bronny James,USC,2024,2,55,2024,1,20,LAL,SG,27,1,181,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,
Bronny James,USC,2024,2,55,2025,2,21,LAL,SG,7,0,89,7.3,0.431,0.3,0.1,4.3,5.0,4.7,18.2,3.2,1.1,19.3,12.5,0.0,0.1,0.0,0.018,-4.6,0.6,-4.1,0.0,
Brooks Barnhizer,Northwestern,2025,2,44,2025,1,23,OKC,SG,8,0,53,4.9,0.5,0.0,0.0,4.2,17.6,11.2,2.4,0.9,0.0,11.1,7.3,0.0,0.1,0.1,0.079,-5.9,0.3,-5.5,0.0,
Bruce Brown,Miami (FL),2018,2,42,2018,1,22,DET,SG,74,56,1449,6.9,0.469,0.296,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1.0,-3.3,-0.5,
Bruce Brown,Miami (FL),2018,2,42,2019,2,23,DET,PG,58,43,1634,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.7,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,
Bruce Brown,Miami (FL),2018,2,42,2020,3,24,BRK,PG,65,37,1451,16.1,0.604,0.139,0.277,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,2.8,1.5,4.4,0.144,-0.4,0.2,-0.1,0.7,
Bruce Brown,Miami (FL),2018,2,42,2021,4,25,BRK,SF,72,45,1774,15.0,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,
Bruce Brown,Miami (FL),2018,2,42,2022,5,26,DEN,SF,80,31,2280,13.3,0.571,0.343,0.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,
Bruce Brown,Miami (FL),2018,2,42,2023,6,27,2TM,SG,67,44,1866,11.6,0.563,0.282,0.244,3.1,14.0,8.5,13.2,1.5,0.8,11.8,16.5,1.2,1.0,2.2,0.058,-2.4,-1.0,-3.3,-0.6,
Bruce Brown,Miami (FL),2018,2,42,2024,7,28,2TM,PG,41,12,922,10.9,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1.0,10.4,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,
Bruce Brown,Miami (FL),2018,2,42,2025,8,29,DEN,SG,9,0,185,9.3,0.538,0.306,0.184,6.5,14.8,11.0,9.2,1.8,1.0,15.9,14.3,0.0,0.3,0.3,0.088,-3.6,0.3,-3.4,-0.1,
Bruno Fernando,Maryland,2019,2,34,2019,1,21,ATL,C,56,13,713,11.9,0.542,0.186,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,
Bruno Fernando,Maryland,2019,2,34,2020,2,22,ATL,C,33,0,226,6.2,0.475,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-0.019,-6.1,-0.4,-6.5,-0.3,
Bruno Fernando,Maryland,2019,2,34,2021,3,23,2TM,C,30,0,152,21.2,0.671,0.036,0.436,13.0,26.6,19.8,7.5,0.3,6.5,17.6,22.4,0.2,0.2,0.4,0.14,-0.4,0.2,-0.1,0.1,
Bruno Fernando,Maryland,2019,2,34,2022,4,24,2TM,C,39,4,405,16.6,0.571,0.036,0.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,0.5,0.4,0.9,0.109,-2.8,0.7,-2.0,0.0,
Bruno Fernando,Maryland,2019,2,34,2023,5,25,ATL,C,45,2,682,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1,
Bruno Fernando,Maryland,2019,2,34,2024,6,26,TOR,C,17,2,147,15.3,0.552,0.0,0.163,15.0,22.4,18.6,17.9,1.3,5.8,21.0,18.9,0.0,0.2,0.3,0.085,-3.0,2.3,-0.7,0.1,
Bryce McGowens,Nebraska,2022,2,40,2022,1,20,CHO,SG,46,7,787,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,-0.4,0.4,0.1,0.005,-4.6,-1.4,-6.0,-0.8,
Bryce McGowens,Nebraska,2022,2,40,2023,2,21,CHO,SG,59,14,882,9.3,0.565,0.443,0.37,2.1,11.2,6.5,8.1,1.2,1.1,10.1,14.9,0.4,0.3,0.6,0.034,-3.7,-1.1,-4.9,-0.6,
Bryce McGowens,Nebraska,2022,2,40,2024,3,22,POR,SG,13,0,32,1.7,0.391,0.286,0.429,6.6,3.5,5.1,8.7,1.5,0.0,19.4,26.8,-0.1,0.0,-0.1,-0.172,-9.9,-3.8,-13.6,-0.1,
Bryce McGowens,Nebraska,2022,2,40,2025,4,23,NOP,SG,3,0,12,14.6,0.532,0.5,2.0,0.0,0.0,0.0,31.3,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.129,1.4,-1.7,-0.4,0.0,
Bub Carrington,Pitt,2024,1,14,2024,1,19,WAS,PG,82,57,2458,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,
Bub Carrington,Pitt,2024,1,14,2025,2,20,WAS,PG,10,5,275,4.1,0.418,0.455,0.197,0.7,14.1,7.4,22.0,1.2,0.6,27.4,14.7,-0.6,0.0,-0.5,-0.095,-6.6,-2.2,-8.9,-0.5,
Buddy Hield,Oklahoma,2016,1,6,2016,1,24,2TM,SG,82,55,1888,11.8,0.541,0.494,0.099,2.0,13.5,7.8,10.3,1.0,0.4,11.2,21.3,0.0,1.3,1.3,0.032,-0.6,-1.4,-2.0,0.0,ROY-4
Buddy Hield,Oklahoma,2016,1,6,2017,2,25,SAC,SG,80,13,2024,16.1,0.557,0.437,0.087,3.0,14.8,8.6,12.8,2.1,1.0,11.3,24.3,1.3,1.5,2.8,0.067,1.6,-0.5,1.0,1.5,
Buddy Hield,Oklahoma,2016,1,6,2018,3,26,SAC,SG,82,82,2615,17.5,0.587,0.479,0.142,4.1,12.4,8.1,11.9,1.0,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.5,-1.4,2.1,2.7,
Buddy Hield,Oklahoma,2016,1,6,2019,4,27,SAC,SG,72,44,2216,16.0,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3.0,0.064,2.5,-1.4,1.1,1.7,
Buddy Hield,Oklahoma,2016,1,6,2020,5,28,SAC,SG,71,71,2433,12.8,0.567,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1.0,11.1,20.7,1.5,0.7,2.2,0.044,1.0,-1.6,-0.6,0.9,
Buddy Hield,Oklahoma,2016,1,6,2021,6,29,2TM,SG,81,32,2499,12.9,0.548,0.652,0.116,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,0.8,1.1,1.9,0.036,0.5,-1.7,-1.2,0.5,
Buddy Hield,Oklahoma,2016,1,6,2022,7,30,IND,SF,80,73,2482,15.4,0.614,0.652,0.124,3.0,14.9,8.9,13.3,1.8,0.9,11.3,20.8,2.7,1.6,4.4,0.085,2.5,-0.6,1.9,2.4,
Buddy Hield,Oklahoma,2016,1,6,2023,8,31,2TM,SF,84,42,2160,13.3,0.578,0.668,0.069,3.1,10.9,7.0,14.5,1.6,1.6,10.5,19.2,1.9,1.6,3.5,0.077,1.0,-0.6,0.4,1.3,
Buddy Hield,Oklahoma,2016,1,6,2024,9,32,GSW,SG,82,22,1863,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1.0,0.5,
Buddy Hield,Oklahoma,2016,1,6,2025,10,33,GSW,SG,10,0,171,10.5,0.578,0.672,0.094,2.0,6.9,4.4,13.2,1.7,0.0,13.0,19.1,0.0,0.1,0.1,0.038,-2.5,-1.7,-4.2,-0.1,
C.J. Wilcox,Washington,2014,1,28,2014,1,24,LAC,SG,21,0,101,8.5,0.527,0.5,0.053,1.1,6.5,3.9,12.0,1.5,0.8,20.5,21.8,-0.1,0.1,0.0,-0.024,-3.0,-1.8,-4.9,-0.1,
C.J. Wilcox,Washington,2014,1,28,2015,2,25,LAC,SG,23,0,167,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3.0,0.9,2.7,19.8,0.1,0.2,0.3,0.089,-2.6,1.1,-1.5,0.0,
C.J. Wilcox,Washington,2014,1,28,2016,3,26,ORL,SG,22,0,108,2.9,0.329,0.484,0.065,3.9,8.3,6.1,15.5,0.9,0.7,15.8,15.4,-0.2,0.0,-0.2,-0.09,-6.2,-1.9,-8.1,-0.2,
CJ Elleby,Washington State,2020,2,46,2020,1,20,POR,SF,30,0,192,9.4,0.468,0.515,0.227,6.0,12.0,8.9,7.1,1.5,1.4,6.4,17.4,0.0,0.1,0.1,0.032,-4.0,-0.9,-4.9,-0.1,
CJ Elleby,Washington State,2020,2,46,2021,2,21,POR,SF,58,28,1174,9.2,0.491,0.409,0.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1.0,
CJ McCollum,Lehigh,2013,1,10,2013,1,22,POR,SG,38,0,476,9.0,0.521,0.449,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-0.2,0.3,0.2,0.019,-2.9,-0.6,-3.4,-0.2,
CJ McCollum,Lehigh,2013,1,10,2014,2,23,POR,SG,62,3,973,13.1,0.534,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.089,-1.3,0.8,-0.6,0.4,
CJ McCollum,Lehigh,2013,1,10,2015,3,24,POR,SG,80,80,2780,17.7,0.544,0.33,0.158,1.8,8.3,5.0,21.6,1.7,0.6,11.4,27.1,4.4,1.7,6.0,0.104,2.3,-1.0,1.3,2.3,MIP-1
CJ McCollum,Lehigh,2013,1,10,2016,4,25,POR,SG,80,80,2796,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.4,-1.4,2.0,2.8,
CJ McCollum,Lehigh,2013,1,10,2017,5,26,POR,SG,81,81,2923,16.9,0.536,0.316,0.166,2.0,9.9,6.0,15.8,1.3,1.0,8.6,26.5,3.7,2.9,6.6,0.108,1.8,-0.5,1.2,2.4,
CJ McCollum,Lehigh,2013,1,10,2018,6,27,POR,SG,70,70,2375,17.0,0.553,0.358,0.154,2.9,9.7,6.3,13.8,1.1,0.9,7.4,25.5,4.0,1.7,5.6,0.114,2.1,-1.0,1.0,1.8,
CJ McCollum,Lehigh,2013,1,10,2019,7,28,POR,SG,70,70,2556,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,
CJ McCollum,Lehigh,2013,1,10,2020,8,29,POR,SG,47,47,1600,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,5.0,-1.1,3.9,2.4,
CJ McCollum,Lehigh,2013,1,10,2021,9,30,2TM,PG,62,62,2145,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,
CJ McCollum,Lehigh,2013,1,10,2022,10,31,NOP,PG,75,75,2649,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,
CJ McCollum,Lehigh,2013,1,10,2023,11,32,NOP,PG,66,66,2159,17.9,0.592,0.528,0.132,2.0,12.6,7.4,21.4,1.4,1.9,9.0,24.7,3.5,2.4,5.9,0.132,3.3,-0.3,3.1,2.8,
CJ McCollum,Lehigh,2013,1,10,2024,12,33,NOP,PG,56,56,1832,15.8,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9.0,27.2,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3,
CJ McCollum,Lehigh,2013,1,10,2025,13,34,WAS,SG,10,10,279,11.0,0.498,0.515,0.197,2.5,9.2,5.8,17.6,1.2,0.6,8.9,23.1,-0.1,0.0,-0.1,-0.019,-1.8,-3.0,-4.8,-0.2,
Cade Cunningham,Oklahoma State,2021,1,1,2021,1,20,DET,SG,64,64,2088,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,ROY-3
Cade Cunningham,Oklahoma State,2021,1,1,2022,2,21,DET,PG,12,12,400,14.0,0.492,0.272,0.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30.0,-0.4,0.2,-0.1,-0.018,-0.1,-0.6,-0.7,0.1,
Cade Cunningham,Oklahoma State,2021,1,1,2023,3,22,DET,PG,62,62,2074,17.1,0.546,0.287,0.235,1.7,12.9,7.2,37.5,1.3,0.9,14.1,30.8,0.7,1.0,1.8,0.041,2.0,-1.6,0.3,1.2,
Cade Cunningham,Oklahoma State,2021,1,1,2024,4,23,DET,PG,70,70,2452,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7,"MVP-7,AS,NBA3"
Cade Cunningham,Oklahoma State,2021,1,1,2025,5,24,DET,PG,9,9,322,20.5,0.564,0.326,0.331,2.3,11.6,7.0,42.8,1.3,2.2,13.9,30.1,0.6,0.4,1.0,0.155,4.0,-0.2,3.7,0.5,
Caleb Houstan,Michigan,2022,2,32,2022,1,20,ORL,SF,51,4,812,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,0.1,0.5,0.7,0.039,-3.1,-0.9,-4.0,-0.4,
Caleb Houstan,Michigan,2022,2,32,2023,2,21,ORL,SF,59,13,815,8.3,0.582,0.937,0.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,0.089,-1.4,-0.5,-1.9,0.0,
Caleb Houstan,Michigan,2022,2,32,2024,3,22,ORL,SF,58,6,788,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0.0,
Caleb Houstan,Michigan,2022,2,32,2025,4,23,ATL,SF,4,0,24,13.7,0.926,0.667,1.0,9.0,0.0,4.4,5.3,0.0,3.9,18.8,9.3,0.1,0.0,0.1,0.161,0.6,-1.7,-1.1,0.0,
Caleb Swanigan,Purdue,2017,1,26,2017,1,20,POR,PF,27,3,189,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.6,1.2,-5.5,-0.2,
Caleb Swanigan,Purdue,2017,1,26,2018,2,21,2TM,PF,21,0,178,4.7,0.377,0.132,0.17,10.2,27.6,19.1,8.0,1.6,0.5,24.0,17.7,-0.5,0.2,-0.2,-0.06,-7.1,0.0,-7.2,-0.2,
Caleb Swanigan,Purdue,2017,1,26,2019,3,22,2TM,PF,27,1,288,7.6,0.597,0.043,0.362,9.9,26.4,18.3,13.9,0.5,2.2,40.4,13.5,-0.2,0.2,0.0,0.004,-6.3,0.2,-6.0,-0.3,
Cam Christie,Minnesota,2024,2,46,2024,1,19,LAC,SG,13,0,59,9.1,0.349,0.542,0.167,5.8,17.0,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0.0,-0.005,-5.5,3.0,-2.5,0.0,
Cam Christie,Minnesota,2024,2,46,2025,2,20,LAC,SG,6,0,68,20.3,0.679,0.522,0.565,5.4,13.2,9.4,9.1,0.7,1.5,3.4,19.3,0.2,0.0,0.2,0.174,4.8,-1.5,3.3,0.1,
Cam Reddish,Duke,2019,1,10,2019,1,20,ATL,SF,58,34,1551,9.0,0.5,0.451,0.227,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.3,-1.0,-4.2,-0.9,
Cam Reddish,Duke,2019,1,10,2020,2,21,ATL,SF,26,21,750,9.3,0.488,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.026,-3.3,0.1,-3.2,-0.2,
Cam Reddish,Duke,2019,1,10,2021,3,22,2TM,SF,49,7,1012,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,0.2,0.8,1.0,0.046,-1.0,-0.3,-1.3,0.2,
Cam Reddish,Duke,2019,1,10,2022,4,23,2TM,SF,40,20,990,10.6,0.561,0.462,0.24,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4,
Cam Reddish,Duke,2019,1,10,2023,5,24,LAL,SF,48,26,984,7.7,0.504,0.47,0.231,3.2,7.7,5.6,6.0,2.3,1.2,10.7,12.7,-0.3,0.9,0.6,0.03,-4.0,0.8,-3.2,-0.3,
Cam Reddish,Duke,2019,1,10,2024,6,25,LAL,SF,33,8,589,7.4,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,0.0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1,
Cam Spencer,UConn,2024,2,53,2024,1,24,MEM,SG,25,1,252,14.2,0.587,0.634,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.6,0.2,0.8,0.16,0.3,0.2,0.5,0.2,
Cam Spencer,UConn,2024,2,53,2025,2,25,MEM,SG,10,1,174,17.1,0.667,0.762,0.27,0.6,13.3,6.8,26.8,2.2,0.0,13.5,19.4,0.4,0.2,0.5,0.147,2.8,0.8,3.6,0.2,
Cam Thomas,LSU,2021,1,27,2021,1,20,BRK,SG,67,2,1176,11.7,0.519,0.346,0.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0.0,0.8,0.8,0.033,-2.0,-1.4,-3.4,-0.4,
Cam Thomas,LSU,2021,1,27,2022,2,21,BRK,SG,57,4,948,14.7,0.567,0.292,0.382,1.0,10.1,5.6,12.7,1.0,0.6,10.6,27.8,0.3,0.7,1.0,0.049,-0.7,-2.0,-2.7,-0.2,
Cam Thomas,LSU,2021,1,27,2023,3,22,BRK,SG,66,51,2075,16.1,0.554,0.333,0.281,1.4,10.1,5.6,15.7,1.1,0.7,8.5,30.5,1.3,1.2,2.5,0.058,0.7,-1.9,-1.2,0.4,
Cam Thomas,LSU,2021,1,27,2024,4,23,BRK,SG,25,23,781,18.0,0.575,0.43,0.333,2.1,10.4,6.0,22.9,1.0,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,
Cam Thomas,LSU,2021,1,27,2025,5,24,BRK,SG,8,8,226,15.2,0.546,0.341,0.424,1.4,4.4,2.7,16.3,0.9,0.4,9.3,31.8,0.2,-0.1,0.0,0.005,0.9,-4.3,-3.4,-0.1,
Cam Whitmore,Villanova,2023,1,20,2023,1,19,HOU,SF,47,2,880,16.6,0.561,0.471,0.24,5.3,16.7,11.0,6.0,1.7,1.8,8.2,27.1,0.4,1.1,1.5,0.082,1.0,-0.9,0.1,0.5,
Cam Whitmore,Villanova,2023,1,20,2024,2,20,HOU,SF,51,3,827,15.5,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,
Cam Whitmore,Villanova,2023,1,20,2025,3,21,WAS,SF,10,0,153,10.7,0.507,0.338,0.122,3.3,12.0,7.7,5.1,2.4,0.6,11.4,23.6,-0.2,0.0,-0.2,-0.06,-3.5,-2.1,-5.5,-0.1,
Cameron Bairstow,New Mexico,2014,2,49,2014,1,24,CHI,PF,18,1,64,2.1,0.309,0.0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0.0,-0.1,-0.048,-7.0,-2.0,-9.0,-0.1,
Cameron Bairstow,New Mexico,2014,2,49,2015,2,25,CHI,C,18,2,103,6.8,0.391,0.125,0.2,4.2,24.0,14.3,8.7,1.0,2.1,8.4,20.3,-0.1,0.1,0.0,-0.004,-6.7,-0.9,-7.5,-0.1,
Cameron Johnson,UNC,2019,1,11,2019,1,23,PHO,PF,57,9,1255,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1.0,2.7,0.102,0.8,-0.4,0.3,0.7,
Cameron Johnson,UNC,2019,1,11,2020,2,24,PHO,PF,60,11,1437,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8.0,1.3,1.0,7.3,17.0,1.2,1.4,2.6,0.086,0.0,-0.2,-0.2,0.7,
Cameron Johnson,UNC,2019,1,11,2021,3,25,PHO,PF,66,16,1730,15.2,0.625,0.644,0.188,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,3.2,2.4,5.6,0.156,2.0,0.7,2.7,2.1,6MOY-3
Cameron Johnson,UNC,2019,1,11,2022,4,26,2TM,PF,42,41,1199,17.1,0.617,0.538,0.253,3.2,14.0,8.6,9.6,2.0,1.0,6.6,20.6,2.1,1.4,3.5,0.142,2.0,0.6,2.6,1.4,
Cameron Johnson,UNC,2019,1,11,2023,5,27,BRK,PF,58,47,1599,14.5,0.582,0.57,0.176,3.7,13.8,8.6,12.9,1.5,0.8,7.9,19.6,2.0,1.3,3.3,0.1,0.9,-0.5,0.4,1.0,
Cameron Johnson,UNC,2019,1,11,2024,6,28,BRK,PF,57,57,1800,18.2,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.8,1.3,5.1,0.137,3.5,-0.4,3.1,2.3,
Cameron Johnson,UNC,2019,1,11,2025,7,29,DEN,SF,9,9,239,7.1,0.479,0.493,0.203,2.0,8.5,5.5,9.1,1.2,0.4,6.2,14.1,0.0,0.3,0.3,0.067,-4.2,-0.7,-4.9,-0.2,
Cameron Payne,Murray State,2015,1,14,2015,1,21,OKC,PG,57,1,698,12.9,0.49,0.399,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,0.6,0.8,1.4,0.093,-1.3,0.6,-0.7,0.2,
Cameron Payne,Murray State,2015,1,14,2016,2,22,2TM,PG,31,0,462,5.5,0.407,0.446,0.041,0.7,10.7,5.7,17.7,1.5,0.7,12.9,20.9,-0.8,0.4,-0.3,-0.035,-5.2,-0.9,-6.1,-0.5,
Cameron Payne,Murray State,2015,1,14,2017,3,23,CHI,PG,25,14,582,14.0,0.498,0.423,0.074,3.2,9.8,6.4,29.9,2.2,1.4,14.0,19.3,0.3,0.4,0.8,0.063,-0.1,-0.3,-0.4,0.2,
Cameron Payne,Murray State,2015,1,14,2018,4,24,2TM,PG,40,13,712,11.5,0.519,0.377,0.184,2.0,9.2,5.5,21.8,1.9,1.1,15.7,17.6,0.1,0.3,0.5,0.031,-2.3,-0.7,-3.0,-0.2,
Cameron Payne,Murray State,2015,1,14,2019,5,25,PHO,SG,8,0,183,15.7,0.612,0.426,0.103,2.4,16.6,9.4,19.5,2.1,1.0,13.4,19.1,0.3,0.2,0.5,0.12,0.7,1.0,1.7,0.2,
Cameron Payne,Murray State,2015,1,14,2020,6,26,PHO,PG,60,1,1079,17.4,0.602,0.42,0.142,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,2.4,1.2,3.6,0.158,2.1,1.0,3.1,1.4,
Cameron Payne,Murray State,2015,1,14,2021,7,27,PHO,PG,58,12,1278,13.8,0.5,0.359,0.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,0.2,1.8,1.9,0.073,-0.4,0.4,0.0,0.7,
