Player,College,DraftYear,DraftRound,DraftPick,Season,SeasonNum,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Grayson Allen,Duke,2018,1,21,2018,1,23,UTA,SG,38,2,416,7.5,0.516,0.556,0.337,0.8,5.1,3.0,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0.0,0.002,-4.2,-2.1,-6.3,-0.5,
Greg Brown III,Texas,2021,2,43,2021,1,20,POR,SF,48,6,640,11.0,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,-0.1,0.5,0.4,0.029,-4.0,-0.7,-4.7,-0.4,
Greg Monroe,Georgetown,2010,1,7,2010,1,20,DET,C,80,48,2222,18.0,0.575,0.002,0.424,13.0,20.4,16.5,7.5,2.3,1.6,11.0,15.4,4.7,1.9,6.6,0.143,0.9,-0.5,0.4,1.4,ROY-6
Greivis Vásquez,Maryland,2010,1,28,2010,1,24,MEM,PG,70,1,860,9.4,0.493,0.369,0.189,1.7,8.6,5.1,25.3,1.3,0.4,21.7,16.9,-0.1,0.7,0.5,0.03,-2.4,-0.9,-3.3,-0.3,
Hamady N'Diaye,Rutgers University,2010,2,56,2010,1,24,WAS,C,16,0,80,5.3,0.681,0.0,2.4,2.8,7.4,5.0,0.0,1.3,4.8,22.6,7.3,0.0,0.0,0.1,0.046,-6.9,0.6,-6.3,-0.1,
Hamidou Diallo,Kentucky,2018,2,45,2018,1,20,OKC,SG,51,3,526,10.1,0.497,0.145,0.358,7.2,12.0,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.4,0.2,-4.2,-0.3,
Harrison Barnes,UNC,2012,1,7,2012,1,20,GSW,SF,81,81,2058,11.0,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,ROY-6
Harrison Ingram,UNC,2024,2,48,2024,1,22,SAS,SF,5,0,35,10.9,0.5,0.25,0.0,6.1,21.5,13.8,10.6,4.1,0.0,20.0,6.1,0.0,0.1,0.1,0.093,-3.6,2.4,-1.2,0.0,
Harry Giles,Duke,2017,1,20,2018,1,20,SAC,PF,58,0,820,14.4,0.526,0.017,0.261,8.1,20.1,14.0,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.056,-3.4,0.4,-3.0,-0.2,
Hassan Whiteside,Marshall,2010,2,33,2010,1,21,SAC,C,1,0,2,-17.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.007,-27.9,0.0,-27.9,0.0,
Henry Ellenson,Marquette,2016,1,18,2016,1,20,DET,PF,19,2,146,7.5,0.444,0.547,0.125,5.8,25.6,15.3,7.2,0.3,0.6,17.2,24.7,-0.4,0.2,-0.2,-0.071,-4.1,-1.8,-5.9,-0.1,
Herbert Jones,Alabama,2021,2,35,2021,1,23,NOP,PF,78,69,2335,12.3,0.573,0.293,0.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,2.1,2.5,4.6,0.096,-2.0,1.5,-0.5,0.9,ROY-6
Hunter Tyson,Clemson,2023,2,37,2023,1,23,DEN,PF,18,0,48,6.0,0.5,0.7,0.0,2.4,18.0,10.4,5.6,1.0,0.0,9.1,20.0,0.0,0.1,0.0,0.007,-6.8,-2.1,-8.9,-0.1,
Ignas Brazdeikis,Michigan,2019,2,47,2019,1,21,NYK,SF,9,0,53,3.2,0.351,0.409,0.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.108,-5.1,-3.9,-9.0,-0.1,
Ike Anigbogu,UCLA,2017,2,47,2017,1,19,IND,C,11,0,30,21.6,0.558,0.0,0.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,0.1,0.0,0.1,0.165,1.8,0.1,1.9,0.0,
Iman Shumpert,Georgia Tech,2011,1,17,2011,1,21,NYK,PG,59,35,1705,10.8,0.484,0.294,0.204,2.8,9.9,6.3,15.6,3.1,0.4,16.0,18.2,-0.1,2.5,2.4,0.068,-3.0,1.6,-1.4,0.2,"ROY-5,DPOY-14"
Immanuel Quickley,Kentucky,2020,1,25,2020,1,21,NYK,PG,64,3,1243,15.8,0.557,0.522,0.3,2.2,9.7,6.0,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,
Isaac Okoro,Auburn,2020,1,5,2020,1,20,CLE,SG,67,67,2173,7.9,0.514,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1.0,12.0,14.3,-0.1,1.0,0.9,0.02,-4.2,-0.9,-5.1,-1.7,
Isaiah Canaan,Murray State,2013,2,34,2013,1,22,HOU,PG,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21.0,0.0,0.2,0.2,0.031,-2.5,-1.5,-4.0,-0.1,
Isaiah Collier,USC,2024,1,29,2024,1,20,UTA,PG,71,46,1839,9.7,0.494,0.305,0.277,1.9,11.8,6.9,34.3,1.7,0.8,25.0,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,
Isaiah Jackson,Kentucky,2021,1,22,2021,1,20,IND,C,36,15,541,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,0.7,0.7,1.4,0.126,-1.6,0.0,-1.6,0.0,
Isaiah Joe,Arkansas,2020,2,49,2020,1,21,PHI,SG,41,1,383,9.5,0.533,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,0.2,0.4,0.6,0.078,-2.0,-1.0,-3.0,-0.1,
Isaiah Livers,Michigan,2021,2,42,2021,1,23,DET,SF,19,5,383,11.1,0.629,0.711,0.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0.0,
Isaiah Mobley,USC,2022,2,49,2022,1,23,CLE,PF,12,0,84,14.1,0.521,0.286,0.143,5.6,22.4,14.0,5.0,2.4,3.3,3.3,16.4,0.1,0.2,0.2,0.135,-2.5,1.1,-1.4,0.0,
Isaiah Roby,Nebraska,2019,2,45,2019,1,21,OKC,PF,3,0,11,-7.7,0.0,0.0,0.0,0.0,19.5,10.0,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.188,-12.0,-3.4,-15.4,0.0,
Isaiah Stewart,Washington,2020,1,16,2020,1,19,DET,C,68,14,1455,16.4,0.597,0.154,0.225,12.0,22.7,17.3,6.3,1.3,5.2,13.0,15.5,1.9,2.1,4.0,0.132,-1.6,0.5,-1.1,0.3,
Isaiah Thomas,Washington,2011,2,60,2011,1,22,SAC,PG,65,37,1656,17.6,0.574,0.384,0.324,3.0,8.4,5.6,25.6,1.6,0.4,13.9,19.8,4.2,0.0,4.3,0.124,2.4,-1.6,0.8,1.2,ROY-7
Isaiah Whitehead,Seton Hall,2016,2,42,2016,1,21,BRK,PG,73,26,1643,7.6,0.487,0.293,0.222,2.1,9.7,5.9,17.7,1.2,1.7,20.3,18.2,-1.7,0.9,-0.8,-0.023,-4.3,-0.8,-5.1,-1.3,
Isaiah Wong,Miami (FL),2023,2,55,2023,1,23,IND,SG,1,0,4,-1.1,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,-0.277,-11.3,-7.7,-19.0,0.0,
Ivan Rabb,California,2017,2,35,2017,1,20,MEM,PF,36,5,516,16.6,0.599,0.0,0.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,0.7,0.5,1.2,0.109,-0.9,-1.2,-2.0,0.0,
JD Davison,Alabama,2022,2,53,2022,1,20,BOS,SG,12,0,66,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0.0,0.1,0.1,0.059,-4.5,0.4,-4.2,0.0,
JT Thor,Auburn,2021,2,37,2021,1,19,CHO,PF,33,0,262,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4.0,13.6,12.0,0.1,0.2,0.3,0.058,-3.1,0.1,-3.0,-0.1,
Ja Morant,Murray State,2019,1,2,2019,1,20,MEM,PG,67,67,2074,17.4,0.556,0.191,0.329,2.6,10.4,6.6,35.2,1.3,0.8,17.0,25.9,2.3,1.5,3.8,0.088,1.4,-1.2,0.3,1.2,ROY-1
Ja'Kobe Walter,Baylor,2024,1,19,2024,1,20,TOR,SG,52,18,1103,10.8,0.523,0.473,0.211,5.6,10.1,7.8,10.2,1.9,0.9,10.4,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3.0,-0.3,
JaJuan Johnson,Purdue,2011,1,27,2011,1,22,BOS,PF,36,0,298,11.4,0.456,0.0,0.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,0.032,-3.3,-0.6,-3.9,-0.1,
Jabari Bird,California,2017,2,56,2017,1,23,BOS,SG,13,1,115,12.1,0.615,0.269,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.7,-0.4,-3.1,0.0,
Jabari Parker,Duke,2014,1,2,2014,1,19,MIL,PF,25,25,738,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1.0,1.3,0.088,-0.1,-0.4,-0.5,0.3,
Jabari Smith Jr.,Auburn,2022,1,3,2022,1,19,HOU,PF,79,79,2451,11.2,0.514,0.438,0.231,5.4,20.3,12.7,5.9,0.9,3.0,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1,
Jabari Walker,Colorado,2022,2,57,2022,1,20,POR,SF,56,0,619,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6,
Jacob Evans,Cincinnati,2018,1,28,2018,1,21,GSW,SG,30,1,204,3.5,0.374,0.283,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-6.9,-1.2,-8.2,-0.3,
Jaden Ivey,Purdue,2022,1,5,2022,1,20,DET,SG,74,73,2304,12.1,0.528,0.356,0.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0.0,-0.001,-1.4,-1.9,-3.3,-0.7,ROY-6
Jaden McDaniels,Washington,2020,1,28,2020,1,20,MIN,PF,63,27,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,
Jaden Springer,Tennessee,2021,1,28,2021,1,19,PHI,SG,2,0,6,26.4,1.0,0.0,0.0,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,0.0,0.0,0.0,0.138,8.3,8.7,17.1,0.0,
Jae Crowder,Marquette,2012,2,34,2012,1,22,DAL,SF,78,16,1353,10.2,0.491,0.523,0.199,2.9,12.3,7.7,10.0,2.4,1.0,10.9,15.1,0.2,1.3,1.5,0.055,-1.9,0.9,-1.0,0.3,
Jahlil Okafor,Duke,2015,1,3,2015,1,20,PHI,C,53,48,1591,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037,-0.5,-1.8,-2.3,-0.1,ROY-5
Jahmi'us Ramsey,Texas Tech,2020,2,43,2020,1,19,SAC,SG,13,0,94,10.5,0.498,0.5,0.132,2.3,9.6,5.9,8.8,2.0,0.9,6.9,19.8,0.0,0.0,0.0,0.012,-3.1,-1.4,-4.5,-0.1,
Jaime Jaquez Jr.,UCLA,2023,1,18,2023,1,22,MIA,SF,75,20,2113,12.9,0.574,0.29,0.251,4.4,11.0,7.6,13.9,1.8,0.9,12.4,18.7,1.4,2.7,4.0,0.092,-2.2,0.3,-1.9,0.1,"ROY-4,6MOY-9"
Jake LaRavia,Wake Forest,2022,1,19,2022,1,21,MEM,PF,35,0,414,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0.0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2,
Jake Layman,Maryland,2016,2,47,2016,1,22,POR,SF,35,1,249,4.9,0.404,0.573,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,-0.4,0.1,-0.3,-0.054,-5.2,-1.2,-6.4,-0.3,
Jakob Poeltl,Utah,2016,1,9,2016,1,21,TOR,C,54,4,626,12.2,0.589,0.0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,0.125,-3.0,-0.1,-3.1,-0.2,
Jalen Brunson,Villanova,2018,2,33,2018,1,22,DAL,PG,73,38,1591,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-1.2,-0.5,-1.7,0.1,
Jalen Duren,Memphis,2022,1,13,2022,1,19,DET,C,67,31,1670,17.3,0.655,0.005,0.394,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,2.9,1.6,4.5,0.129,-0.4,-0.4,-0.8,0.5,
Jalen Harris,Nevada,2020,2,59,2020,1,22,TOR,SG,13,2,172,15.2,0.632,0.5,0.125,1.9,9.9,5.8,16.0,2.3,0.0,15.6,22.6,0.1,0.1,0.3,0.079,0.5,-0.3,0.3,0.1,
Jalen Hood-Schifino,Indiana,2023,1,17,2023,1,20,LAL,SG,21,0,109,-1.5,0.316,0.333,0.444,2.1,10.7,6.6,9.1,1.3,1.6,14.3,24.9,-0.6,0.1,-0.5,-0.222,-12.4,-3.7,-16.1,-0.4,
Jalen Johnson,Duke,2021,1,20,2021,1,20,ATL,PF,22,0,120,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,-0.1,0.1,0.0,0.013,-3.9,-1.1,-4.9,-0.1,
Jalen McDaniels,San Diego State,2019,2,52,2019,1,22,CHO,SF,16,0,293,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,0.078,-3.4,0.1,-3.3,-0.1,
Jalen Pickett,Penn State,2023,2,32,2023,1,24,DEN,SG,27,0,122,9.7,0.571,0.714,0.114,0.9,11.5,6.4,21.7,1.6,0.0,19.7,16.4,0.0,0.1,0.2,0.065,-2.7,-0.5,-3.3,0.0,
Jalen Slawson,Furman University,2023,2,54,2023,1,24,SAC,SF,12,0,37,6.6,0.667,0.333,0.0,3.0,18.6,10.6,6.9,1.3,2.5,25.0,9.2,0.0,0.0,0.0,0.058,-7.5,1.1,-6.4,0.0,
Jalen Smith,Maryland,2020,1,10,2020,1,20,PHO,PF,27,1,156,8.4,0.499,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,-0.1,0.2,0.1,0.022,-4.8,-1.3,-6.1,-0.2,
Jalen Suggs,Gonzaga,2021,1,5,2021,1,20,ORL,PG,48,45,1307,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,-3.0,1.3,-1.6,-0.06,-5.3,-0.2,-5.6,-1.2,
Jalen Williams,Santa Clara,2022,1,12,2022,1,21,OKC,SG,75,62,2276,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3.0,2.6,5.6,0.119,-0.4,0.7,0.3,1.3,ROY-2
Jalen Wilson,Kansas,2023,2,51,2023,1,23,BRK,PF,43,3,664,10.8,0.537,0.413,0.257,7.5,14.2,10.8,9.3,0.8,0.5,8.7,14.3,0.6,0.4,1.1,0.077,-1.8,-1.1,-2.9,-0.2,
Jamaal Franklin,San Diego State,2013,2,41,2013,1,22,MEM,SG,21,0,161,4.7,0.489,0.282,0.051,2.9,14.0,8.5,5.4,1.3,1.0,21.6,14.6,-0.2,0.2,0.0,-0.002,-6.0,0.1,-5.9,-0.2,
Jamal Murray,Kentucky,2016,1,7,2016,1,19,DEN,SG,82,10,1764,11.9,0.518,0.471,0.164,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,0.6,0.7,1.3,0.037,-0.6,-1.4,-2.0,0.0,ROY-5
Jamal Shead,Houston,2024,2,45,2024,1,22,TOR,PG,75,11,1467,9.9,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18.0,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8,
James Anderson,Oklahoma State,2010,1,20,2010,1,21,SAS,SF,26,2,286,8.5,0.529,0.568,0.222,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,0.1,0.2,0.3,0.051,-1.1,-0.6,-1.7,0.0,
James Bouknight,UConn,2021,1,11,2021,1,21,CHO,SG,31,0,304,10.1,0.459,0.348,0.22,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,-0.1,0.1,0.0,0.001,-3.4,-3.7,-7.1,-0.4,
James Ennis III,Cal State Long Beach,2013,2,50,2014,1,24,MIA,SF,62,3,1051,11.5,0.541,0.385,0.381,6.0,14.0,10.1,7.2,1.3,1.4,11.9,14.6,1.2,0.8,1.9,0.088,-1.0,-0.5,-1.5,0.1,
James Wiseman,Memphis,2020,1,2,2020,1,19,GSW,C,39,27,836,13.1,0.552,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.2,0.7,0.042,-4.0,-1.0,-5.0,-0.6,
James Young,Kentucky,2014,1,17,2014,1,19,BOS,SG,31,0,332,8.5,0.457,0.647,0.284,2.9,11.0,6.9,5.6,1.2,0.5,4.2,15.8,0.1,0.3,0.3,0.047,-2.5,-0.9,-3.4,-0.1,
Jamir Watkins,Florida State,2025,2,43,2025,1,24,WAS,SG,3,0,21,9.4,0.75,0.25,0.0,4.8,24.4,14.5,0.0,0.0,4.1,20.0,9.8,0.0,0.0,0.0,0.04,-6.6,-2.4,-9.0,0.0,
Jarace Walker,Houston,2023,1,8,2023,1,20,IND,PF,33,0,340,11.8,0.527,0.5,0.082,4.0,17.0,10.5,13.9,2.1,2.6,13.0,16.1,0.1,0.3,0.4,0.058,-0.5,0.7,0.2,0.2,
Jared Butler,Baylor,2021,2,40,2021,1,21,UTA,SG,42,1,360,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,0.0,0.5,0.4,0.057,-2.3,0.7,-1.6,0.0,
Jared Cunningham,Oregon State,2012,1,24,2012,1,21,DAL,SG,8,0,26,14.8,0.538,0.214,0.143,4.4,8.4,6.4,6.8,2.0,0.0,11.8,29.6,0.0,0.0,0.0,0.033,0.4,-1.9,-1.5,0.0,
Jared McCain,Duke,2024,1,16,2024,1,20,PHI,SG,23,8,592,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0.0,11.0,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,ROY-7
Jared Sullinger,Ohio State,2012,1,21,2012,1,20,BOS,PF,45,5,892,13.5,0.534,0.022,0.28,12.6,22.1,17.5,6.2,1.3,1.9,10.3,14.9,1.3,1.4,2.7,0.146,-2.3,0.4,-1.9,0.0,
Jarell Martin,LSU,2015,1,25,2015,1,21,MEM,PF,27,0,380,14.0,0.534,0.017,0.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,0.5,0.2,0.8,0.1,-2.0,-1.8,-3.7,-0.2,
Jaren Jackson Jr.,Michigan State,2018,1,4,2018,1,19,MEM,PF,58,56,1515,16.4,0.591,0.241,0.334,5.3,15.0,10.1,7.2,1.7,5.1,12.7,22.8,1.2,2.2,3.3,0.105,-1.2,1.0,-0.3,0.7,ROY-4
Jarnell Stokes,Tennessee,2014,2,35,2014,1,21,MEM,PF,19,2,126,18.6,0.578,0.0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,0.3,0.2,0.5,0.186,-1.3,0.1,-1.1,0.0,
Jaron Blossomgame,Clemson,2017,2,59,2018,1,25,CLE,SF,27,4,439,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9.0,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2,
Jarred Vanderbilt,Kentucky,2018,2,41,2018,1,19,DEN,PF,17,0,69,12.4,0.513,0.053,0.526,10.9,25.2,18.0,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,0.037,-5.2,1.0,-4.2,0.0,
Jarrell Brantley,College of Charleston,2019,2,50,2019,1,23,UTA,PF,9,0,96,8.0,0.416,0.464,0.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,-0.2,0.1,0.0,-0.006,-5.3,0.7,-4.6,-0.1,
Jarrett Allen,Texas,2017,1,22,2017,1,19,BRK,C,72,31,1441,17.5,0.636,0.038,0.37,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5,
Jarrett Culver,Texas Tech,2019,1,6,2019,1,20,MIN,SG,63,35,1506,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4.0,-0.8,
Jarvis Varnado,Mississippi State,2010,2,41,2012,1,24,2TM,PF,13,0,58,1.2,0.457,0.0,0.571,4.4,14.0,9.4,7.2,0.9,2.8,40.7,12.1,-0.1,0.1,-0.1,-0.059,-9.4,0.0,-9.5,-0.1,
Jase Richardson,Michigan State,2025,1,25,2025,1,20,ORL,SG,6,0,28,-1.9,0.255,0.6,0.4,0.0,3.9,2.0,22.1,0.0,0.0,33.8,13.1,-0.1,0.0,-0.1,-0.149,-7.3,-3.2,-10.5,-0.1,
Jason Preston,Ohio University,2021,2,33,2022,1,23,LAC,PG,14,0,124,10.3,0.489,0.439,0.049,1.8,17.9,9.9,30.9,0.8,0.0,19.3,18.3,0.0,0.1,0.1,0.021,-2.1,-0.5,-2.6,0.0,
Javon Small,West Virginia,2025,2,48,2025,1,23,MEM,PG,8,0,99,8.7,0.525,0.679,0.357,1.1,7.8,4.4,30.7,0.0,0.9,19.8,16.9,0.0,0.0,0.0,0.018,-2.1,-2.7,-4.8,-0.1,
Jawun Evans,Oklahoma State,2017,2,39,2017,1,21,LAC,PG,48,4,778,7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5.0,-0.6,
Jaxson Hayes,Texas,2019,1,8,2019,1,19,NOP,C,64,14,1080,17.6,0.689,0.015,0.734,9.5,16.0,12.7,7.2,1.1,4.3,13.4,15.0,2.8,1.1,3.9,0.171,-0.9,0.6,-0.3,0.5,
Jay Scrubb,John A. Logan College,2020,2,55,2020,1,20,LAC,SG,4,1,84,6.3,0.458,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0.0,15.5,23.8,-0.2,0.1,-0.1,-0.072,-8.1,-2.8,-10.9,-0.2,
Jaylen Brown,California,2016,1,3,2016,1,20,BOS,SF,78,20,1341,10.3,0.539,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,1.5,0.053,-3.0,-0.8,-3.7,-0.6,ROY-8
Jaylen Clark,UCLA,2023,2,53,2024,1,23,MIN,SG,40,4,522,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,
Jaylen Nowell,Washington,2019,2,43,2019,1,20,MIN,SG,15,0,151,10.5,0.471,0.491,0.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.051,-2.9,-0.8,-3.8,-0.1,
Jaylen Wells,Washington State,2024,2,39,2024,1,21,MEM,SG,79,74,2043,10.5,0.56,0.58,0.2,4.6,9.3,6.9,8.4,1.0,0.4,8.6,15.9,2.1,1.4,3.5,0.083,-1.2,-1.0,-2.2,-0.1,ROY-3
Jaylin Williams,Arkansas,2022,2,34,2022,1,20,OKC,C,49,36,914,11.2,0.559,0.483,0.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,0.099,-2.3,0.6,-1.7,0.1,
Jaylon Tyson,California,2024,1,20,2024,1,22,CLE,SG,47,3,453,11.1,0.523,0.389,0.161,9.1,13.7,11.5,12.4,1.4,0.6,14.0,17.4,0.3,0.5,0.8,0.083,-2.4,-0.2,-2.7,-0.1,
Jayson Tatum,Duke,2017,1,3,2017,1,19,BOS,SF,80,80,2443,15.2,0.586,0.29,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.4,3.0,4.0,7.1,0.139,0.0,1.2,1.2,2.0,ROY-3
Jeff Taylor,Vanderbilt,2012,2,31,2012,1,23,CHA,SF,77,29,1507,10.3,0.531,0.386,0.258,3.8,7.7,5.7,7.0,1.6,0.8,9.7,14.9,1.2,0.0,1.2,0.039,-2.1,-1.5,-3.6,-0.6,
Jeff Withey,Kansas,2013,2,39,2013,1,23,NOP,C,58,4,684,15.2,0.59,0.008,0.566,8.2,17.4,12.7,5.6,1.1,6.1,11.0,12.0,1.2,0.6,1.8,0.128,-0.5,0.7,0.2,0.4,
Jerami Grant,Syracuse,2014,2,39,2014,1,20,PHI,SF,65,11,1377,8.7,0.47,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5,
Jeremiah Fears,Oklahoma,2025,1,7,2025,1,19,NOP,PG,9,7,233,13.0,0.511,0.292,0.168,3.0,9.7,6.1,21.3,2.7,0.0,13.5,25.5,-0.2,0.1,-0.1,-0.019,-2.9,-1.6,-4.5,-0.1,
Jeremiah Robinson-Earl,Villanova,2021,2,32,2021,1,21,OKC,C,49,36,1087,11.7,0.526,0.509,0.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,0.4,1.0,1.5,0.066,-1.9,-0.4,-2.2,-0.1,
Jeremy Evans,Western Kentucky,2010,2,55,2010,1,23,UTA,SF,49,3,463,18.8,0.678,0.009,0.322,9.3,16.1,12.6,8.5,1.9,3.0,12.6,14.9,1.2,0.4,1.6,0.167,1.5,0.6,2.1,0.5,
Jeremy Lamb,UConn,2012,1,12,2012,1,20,OKC,SF,23,0,147,11.2,0.479,0.441,0.206,4.2,9.4,7.0,5.4,0.7,1.0,7.5,24.8,0.1,0.1,0.2,0.058,-2.7,-2.7,-5.4,-0.1,
Jeremy Sochan,Baylor,2022,1,9,2022,1,19,SAS,PF,56,53,1458,11.4,0.509,0.243,0.21,6.9,15.6,11.0,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,0.005,-2.8,-1.2,-4.0,-0.7,
Jerian Grant,Notre Dame,2015,1,19,2015,1,23,NYK,PG,76,6,1265,11.2,0.479,0.256,0.315,2.0,10.2,6.2,21.8,2.0,0.6,16.3,19.0,-0.2,1.0,0.8,0.03,-2.8,-0.3,-3.1,-0.3,
Jericho Sims,Texas,2021,2,58,2021,1,23,NYK,PF,41,5,555,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,0.7,0.8,1.5,0.128,-2.8,1.1,-1.7,0.0,
Jerome Jordan,Tulsa,2010,2,44,2011,1,25,NYK,C,21,0,108,18.3,0.561,0.0,0.303,14.8,14.1,14.4,6.3,0.5,4.4,5.1,16.4,0.3,0.1,0.5,0.211,0.2,-0.4,-0.2,0.1,
