Player,College,DraftYear,DraftRound,DraftPick,Season,SeasonNum,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Amari Williams,Kentucky,2025,2,46,2025,1,24,BOS,PF,2,0,7,21.6,0.5,0.0,0.0,15.1,16.1,15.5,19.5,7.1,0.0,0.0,12.1,0.0,0.0,0.0,0.249,1.3,5.1,6.4,0.0,
Andre Drummond,UConn,2012,1,9,2012,1,19,DET,C,60,10,1243,21.6,0.578,0.006,0.465,15.4,27.2,21.2,4.1,2.5,6.1,12.2,17.2,2.2,2.3,4.5,0.172,1.0,1.5,2.5,1.4,ROY-4
Andre Jackson Jr.,UConn,2023,2,36,2023,1,22,MIL,SG,57,8,572,8.5,0.596,0.46,0.11,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10.0,0.5,0.5,1.0,0.081,-3.6,0.0,-3.6,-0.2,
Andre Roberson,Colorado,2013,1,26,2013,1,22,OKC,SG,40,16,399,9.0,0.518,0.191,0.147,10.7,15.6,13.3,5.2,2.4,2.0,20.8,10.1,0.2,0.6,0.8,0.099,-3.8,1.4,-2.4,0.0,
Andrew Goudelock,College of Charleston,2011,2,46,2011,1,23,LAL,SG,40,0,419,8.4,0.488,0.431,0.069,1.4,6.6,4.1,8.0,0.5,0.0,10.5,21.9,0.0,0.1,0.1,0.011,-2.6,-2.4,-5.0,-0.3,
Andrew Harrison,Kentucky,2015,2,44,2016,1,22,MEM,PG,72,18,1474,8.7,0.477,0.433,0.539,1.7,9.0,5.3,20.0,1.9,1.4,16.0,16.4,0.0,1.5,1.6,0.051,-4.0,0.6,-3.4,-0.5,
Andrew Nembhard,Gonzaga,2022,2,31,2022,1,23,IND,SG,75,63,2073,10.0,0.528,0.408,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,0.4,0.8,1.2,0.029,-2.4,-0.8,-3.2,-0.6,
Andrew Nicholson,St. Bonaventure,2012,1,19,2012,1,23,ORL,PF,75,28,1249,15.1,0.557,0.0,0.193,6.2,17.1,11.7,6.1,1.0,2.0,13.0,22.1,0.9,0.8,1.7,0.065,-1.8,-0.9,-2.7,-0.2,
Andrew Wiggins,Kansas,2014,1,1,2014,1,19,MIN,SF,82,82,2969,13.9,0.517,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0.0,2.1,0.034,-0.4,-2.0,-2.4,-0.3,ROY-1
Andy Rautins,Syracuse,2010,2,38,2010,1,24,NYK,SG,5,0,24,-1.2,0.508,0.571,0.286,0.0,4.8,2.4,18.7,2.1,0.0,47.0,27.5,-0.2,0.0,-0.2,-0.314,-8.0,-5.2,-13.2,-0.1,
Anthony Bennett,UNLV,2013,1,1,2013,1,20,CLE,PF,52,0,663,6.9,0.425,0.236,0.307,8.1,18.4,13.1,4.0,1.6,1.0,15.5,20.3,-1.1,0.7,-0.4,-0.028,-6.0,-1.3,-7.4,-0.9,
Anthony Black,Arkansas,2023,1,6,2023,1,20,ORL,PG,69,33,1164,8.4,0.56,0.381,0.324,3.3,10.8,7.0,10.6,1.5,1.7,16.6,12.7,0.1,1.5,1.6,0.067,-3.8,0.8,-3.0,-0.3,
Anthony Brown,Stanford,2015,2,34,2015,1,23,LAL,SF,29,11,599,4.9,0.427,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10.0,11.0,-0.4,0.1,-0.3,-0.024,-4.5,-1.0,-5.5,-0.5,
Anthony Davis,Kentucky,2012,1,1,2012,1,19,NOH,PF,64,60,1846,21.7,0.559,0.009,0.333,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,3.7,2.4,6.1,0.159,1.8,0.7,2.5,2.1,ROY-2
Anthony Edwards,Georgia,2020,1,1,2020,1,19,MIN,SG,72,55,2314,13.9,0.523,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27.0,-0.6,1.4,0.8,0.017,-0.4,-1.7,-2.1,-0.1,ROY-2
Anton Watson,Gonzaga,2024,2,54,2024,1,24,NYK,SF,9,0,22,5.9,0.444,0.111,0.0,5.3,10.3,7.8,12.8,2.3,0.0,18.2,21.7,-0.1,0.0,0.0,-0.07,-8.3,-1.8,-10.1,0.0,
Antonio Reeves,Kentucky,2024,2,47,2024,1,24,NOP,SG,44,6,660,11.7,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,0.4,0.0,0.4,0.029,-1.2,-2.0,-3.2,-0.2,
Archie Goodwin,Kentucky,2013,1,29,2013,1,19,PHO,SG,52,0,533,10.3,0.507,0.216,0.329,5.3,13.0,9.2,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.018,-3.1,-0.1,-3.2,-0.2,
Armon Johnson,Nevada,2010,2,34,2010,1,21,POR,PG,38,0,277,9.3,0.497,0.119,0.218,4.7,11.5,7.9,28.1,1.0,0.3,25.6,25.1,-0.4,0.2,-0.3,-0.044,-3.3,-1.9,-5.1,-0.2,
Arnett Moultrie,Mississippi State,2012,1,27,2012,1,22,PHI,PF,47,0,542,16.7,0.595,0.0,0.209,15.4,14.8,15.1,2.9,1.7,1.4,11.5,14.1,1.1,0.6,1.7,0.149,0.0,-1.2,-1.2,0.1,
Asa Newell,Georgia,2025,1,23,2025,1,20,ATL,PF,5,0,58,19.5,0.646,0.48,0.12,14.9,12.6,13.8,2.7,3.3,1.6,10.2,21.2,0.1,0.1,0.2,0.154,1.2,-0.5,0.7,0.0,
Austin Rivers,Duke,2012,1,10,2012,1,20,NOH,SG,61,26,1418,5.9,0.431,0.221,0.277,1.3,8.0,4.6,13.9,1.0,0.5,14.5,16.8,-1.2,0.1,-1.1,-0.038,-4.7,-1.6,-6.2,-1.5,
Avery Bradley,Texas,2010,1,19,2010,1,20,BOS,PG,31,0,162,2.2,0.36,0.075,0.179,3.2,9.3,6.5,11.9,3.0,0.0,18.1,26.1,-0.8,0.3,-0.5,-0.139,-10.8,-0.3,-11.1,-0.4,
Ayo Dosunmu,Illinois,2021,2,38,2021,1,22,CHI,SG,77,40,2110,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3.0,0.069,-1.9,-0.1,-2.0,0.0,
Bam Adebayo,Kentucky,2017,1,14,2017,1,20,MIA,C,69,19,1368,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.148,-1.1,0.7,-0.4,0.6,
Baylor Scheierman,Creighton,2024,1,30,2024,1,24,BOS,SG,31,2,384,10.3,0.49,0.745,0.109,5.4,13.0,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0.0,
Ben Bentil,Providence,2016,2,51,2016,1,21,DAL,PF,3,0,10,-17.6,0.0,0.333,0.0,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,-0.1,0.0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1,
Ben McLemore,Kansas,2013,1,7,2013,1,20,SAC,SG,82,55,2187,7.7,0.485,0.437,0.211,2.7,9.5,6.1,5.8,1.0,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-2.9,-1.1,-4.0,-1.1,
Ben Sheppard,Belmont,2023,1,26,2023,1,22,IND,SG,57,1,814,8.1,0.524,0.681,0.114,2.1,10.3,6.2,7.5,1.9,0.2,5.9,13.2,0.3,0.4,0.8,0.046,-3.3,-0.1,-3.4,-0.3,
Ben Simmons,LSU,2016,1,1,2017,1,21,PHI,PG,81,81,2732,20.0,0.557,0.011,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,4.2,5.0,9.2,0.162,2.0,2.5,4.5,4.5,ROY-1
Bennedict Mathurin,Arizona,2022,1,6,2022,1,20,IND,SG,78,17,2222,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0,"ROY-4,6MOY-8"
Bernard James,Florida State,2012,2,33,2012,1,27,DAL,C,46,11,457,14.7,0.541,0.019,0.398,12.9,18.9,16.0,1.9,1.3,6.5,12.9,13.9,0.5,0.7,1.2,0.125,-2.4,0.7,-1.6,0.0,
Blake Wesley,Notre Dame,2022,1,25,2022,1,19,SAS,SG,37,1,669,3.5,0.393,0.242,0.205,1.9,11.7,6.6,18.6,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,
Bobby Portis,Arkansas,2015,1,22,2015,1,20,CHI,PF,62,4,1102,13.8,0.469,0.119,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,
Bol Bol,Oregon,2019,2,44,2019,1,20,DEN,PF,7,0,87,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.3,-0.7,-3.0,0.0,
Bones Hyland,VCU,2021,1,26,2021,1,21,DEN,SG,69,4,1310,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,
Bradley Beal,Florida,2012,1,3,2012,1,19,WAS,SG,56,46,1745,13.6,0.515,0.344,0.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,1.0,2.0,3.0,0.082,0.0,0.2,0.2,1.0,ROY-3
Branden Dawson,Michigan State,2015,2,56,2015,1,22,LAC,PF,6,0,29,7.1,0.46,0.0,0.2,7.6,7.4,7.5,0.0,0.0,2.7,0.0,8.5,0.0,0.0,0.0,0.069,-3.6,-2.0,-5.7,0.0,
Brandin Podziemski,Santa Clara,2023,1,19,2023,1,20,GSW,SG,74,28,1968,13.0,0.54,0.392,0.132,6.6,16.7,11.7,18.1,1.5,0.6,12.2,15.4,2.1,2.0,4.1,0.1,-0.5,0.4,-0.1,0.9,ROY-5
Brandon Boston Jr.,Kentucky,2021,2,51,2021,1,20,LAC,SG,51,0,760,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,0.026,-3.0,-0.4,-3.3,-0.3,
Brandon Clarke,Gonzaga,2019,1,21,2019,1,23,MEM,PF,58,4,1300,20.9,0.663,0.134,0.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5.0,0.183,2.4,0.7,3.1,1.7,ROY-4
Brandon Ingram,Duke,2016,1,2,2016,1,19,LAL,SF,79,40,2279,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1.0,0.7,-0.3,-0.007,-3.0,-1.4,-4.4,-1.4,
Brandon Knight,Kentucky,2011,1,8,2011,1,20,DET,PG,66,60,2129,11.7,0.511,0.359,0.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,0.3,1.0,1.3,0.029,-0.9,-1.7,-2.6,-0.3,ROY-8
Brandon Miller,Alabama,2023,1,2,2023,1,21,CHO,SF,74,68,2383,13.0,0.552,0.455,0.16,2.7,12.4,7.4,11.6,1.4,1.6,10.2,23.9,-0.3,1.0,0.8,0.015,-0.9,-1.6,-2.6,-0.3,ROY-3
Brice Johnson,UNC,2016,1,25,2016,1,22,LAC,PF,3,0,9,17.2,0.286,0.0,0.0,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0.0,0.0,-0.165,-6.6,4.5,-2.0,0.0,
Brice Sensabaugh,Ohio State,2023,1,28,2023,1,20,UTA,SF,32,11,584,8.6,0.511,0.528,0.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,
Bronny James,USC,2024,2,55,2024,1,20,LAL,SG,27,1,181,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,
Brooks Barnhizer,Northwestern,2025,2,44,2025,1,23,OKC,SG,8,0,53,4.9,0.5,0.0,0.0,4.2,17.6,11.2,2.4,0.9,0.0,11.1,7.3,0.0,0.1,0.1,0.079,-5.9,0.3,-5.5,0.0,
Bruce Brown,Miami (FL),2018,2,42,2018,1,22,DET,SG,74,56,1449,6.9,0.469,0.296,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1.0,-3.3,-0.5,
Bruno Fernando,Maryland,2019,2,34,2019,1,21,ATL,C,56,13,713,11.9,0.542,0.186,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,
Bryce McGowens,Nebraska,2022,2,40,2022,1,20,CHO,SG,46,7,787,7.2,0.519,0.396,0.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,-0.4,0.4,0.1,0.005,-4.6,-1.4,-6.0,-0.8,
Bub Carrington,Pitt,2024,1,14,2024,1,19,WAS,PG,82,57,2458,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,
Buddy Hield,Oklahoma,2016,1,6,2016,1,24,2TM,SG,82,55,1888,11.8,0.541,0.494,0.099,2.0,13.5,7.8,10.3,1.0,0.4,11.2,21.3,0.0,1.3,1.3,0.032,-0.6,-1.4,-2.0,0.0,ROY-4
C.J. Wilcox,Washington,2014,1,28,2014,1,24,LAC,SG,21,0,101,8.5,0.527,0.5,0.053,1.1,6.5,3.9,12.0,1.5,0.8,20.5,21.8,-0.1,0.1,0.0,-0.024,-3.0,-1.8,-4.9,-0.1,
CJ Elleby,Washington State,2020,2,46,2020,1,20,POR,SF,30,0,192,9.4,0.468,0.515,0.227,6.0,12.0,8.9,7.1,1.5,1.4,6.4,17.4,0.0,0.1,0.1,0.032,-4.0,-0.9,-4.9,-0.1,
CJ McCollum,Lehigh,2013,1,10,2013,1,22,POR,SG,38,0,476,9.0,0.521,0.449,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-0.2,0.3,0.2,0.019,-2.9,-0.6,-3.4,-0.2,
Cade Cunningham,Oklahoma State,2021,1,1,2021,1,20,DET,SG,64,64,2088,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,ROY-3
Caleb Houstan,Michigan,2022,2,32,2022,1,20,ORL,SF,51,4,812,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,0.1,0.5,0.7,0.039,-3.1,-0.9,-4.0,-0.4,
Caleb Swanigan,Purdue,2017,1,26,2017,1,20,POR,PF,27,3,189,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.6,1.2,-5.5,-0.2,
Cam Christie,Minnesota,2024,2,46,2024,1,19,LAC,SG,13,0,59,9.1,0.349,0.542,0.167,5.8,17.0,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0.0,-0.005,-5.5,3.0,-2.5,0.0,
Cam Reddish,Duke,2019,1,10,2019,1,20,ATL,SF,58,34,1551,9.0,0.5,0.451,0.227,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.3,-1.0,-4.2,-0.9,
Cam Spencer,UConn,2024,2,53,2024,1,24,MEM,SG,25,1,252,14.2,0.587,0.634,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.6,0.2,0.8,0.16,0.3,0.2,0.5,0.2,
Cam Thomas,LSU,2021,1,27,2021,1,20,BRK,SG,67,2,1176,11.7,0.519,0.346,0.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0.0,0.8,0.8,0.033,-2.0,-1.4,-3.4,-0.4,
Cam Whitmore,Villanova,2023,1,20,2023,1,19,HOU,SF,47,2,880,16.6,0.561,0.471,0.24,5.3,16.7,11.0,6.0,1.7,1.8,8.2,27.1,0.4,1.1,1.5,0.082,1.0,-0.9,0.1,0.5,
Cameron Bairstow,New Mexico,2014,2,49,2014,1,24,CHI,PF,18,1,64,2.1,0.309,0.0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0.0,-0.1,-0.048,-7.0,-2.0,-9.0,-0.1,
Cameron Johnson,UNC,2019,1,11,2019,1,23,PHO,PF,57,9,1255,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1.0,2.7,0.102,0.8,-0.4,0.3,0.7,
Cameron Payne,Murray State,2015,1,14,2015,1,21,OKC,PG,57,1,698,12.9,0.49,0.399,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,0.6,0.8,1.4,0.093,-1.3,0.6,-0.7,0.2,
Caris LeVert,Michigan,2016,1,20,2016,1,22,BRK,SF,57,26,1237,12.3,0.556,0.484,0.245,2.0,13.9,8.0,13.7,1.9,0.5,12.3,16.6,0.8,1.0,1.8,0.07,-1.3,0.3,-1.1,0.3,
Carrick Felix,Arizona State,2013,2,33,2013,1,23,CLE,SG,7,0,38,13.3,0.603,0.357,0.286,2.9,15.1,8.9,18.2,0.0,0.0,20.2,23.2,0.0,0.0,0.0,0.057,-1.3,-2.2,-3.4,0.0,
Carsen Edwards,Purdue,2019,2,33,2019,1,21,BOS,SG,37,0,351,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,
Carter Bryant,Arizona,2025,1,14,2025,1,20,SAS,PF,6,0,44,4.5,0.46,0.4,0.2,0.0,12.8,6.7,0.0,2.2,2.1,15.5,18.7,-0.1,0.1,0.0,-0.029,-7.0,-1.3,-8.4,-0.1,
Cason Wallace,Kentucky,2023,1,10,2023,1,20,OKC,SG,82,13,1692,12.0,0.612,0.529,0.084,3.6,8.6,6.2,8.9,2.2,2.0,8.9,12.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9,
Cassius Stanley,Duke,2020,2,54,2020,1,21,IND,SG,24,0,93,5.5,0.383,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22.0,-0.2,0.1,-0.1,-0.05,-7.2,-4.0,-11.2,-0.2,
Cassius Winston,Michigan State,2020,2,53,2020,1,22,WAS,PG,22,0,98,10.8,0.575,0.515,0.182,0.0,9.7,4.9,16.3,0.9,0.9,12.3,17.2,0.1,0.1,0.1,0.066,-2.1,-1.1,-3.2,0.0,
Cedric Coward,Washington State,2025,1,11,2025,1,22,MEM,SG,10,0,265,20.4,0.701,0.424,0.37,5.6,18.2,11.8,16.7,1.8,1.0,9.3,18.4,0.8,0.3,1.1,0.2,3.6,0.8,4.5,0.4,
Chandler Hutchison,Boise State,2018,1,22,2018,1,22,CHI,SF,44,14,895,8.8,0.507,0.239,0.182,3.7,18.9,11.2,5.3,1.2,0.6,10.0,12.2,0.0,0.6,0.6,0.03,-3.4,-0.5,-3.9,-0.4,
Chandler Parsons,Florida,2011,2,38,2011,1,23,HOU,SF,63,57,1804,13.3,0.513,0.324,0.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,1.6,1.8,3.4,0.09,0.1,0.7,0.8,1.3,ROY-9
Charles Bassey,Western Kentucky,2021,2,53,2021,1,21,PHI,C,23,0,168,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,0.4,0.3,0.8,0.22,-0.4,2.1,1.7,0.2,
Charles Jenkins,Hofstra,2011,2,44,2011,1,22,GSW,PG,51,28,893,12.4,0.482,0.069,0.134,1.0,7.6,4.3,29.9,1.9,0.5,16.3,19.0,0.4,0.1,0.5,0.028,-2.7,-1.5,-4.2,-0.5,
Chaz Lanier,Tennessee,2025,2,37,2025,1,24,DET,SG,6,0,35,5.6,0.423,0.846,0.0,3.1,3.0,3.0,7.4,1.4,0.0,7.1,16.4,0.0,0.0,0.0,-0.001,-2.3,-1.5,-3.7,0.0,
Cheick Diallo,Kansas,2016,2,33,2016,1,20,NOP,PF,17,0,199,16.8,0.51,0.0,0.276,12.1,26.7,19.4,3.2,1.0,2.9,7.6,20.5,0.2,0.3,0.5,0.111,-1.8,-1.9,-3.7,-0.1,
Chet Holmgren,Gonzaga,2022,1,2,2023,1,21,OKC,C,82,82,2413,20.4,0.632,0.366,0.289,6.2,23.1,15.0,11.6,1.1,7.3,10.9,21.6,4.6,4.4,8.9,0.178,1.8,1.5,3.4,3.3,ROY-2
Chimezie Metu,USC,2018,2,49,2018,1,21,SAS,PF,29,0,145,6.4,0.389,0.034,0.293,6.8,20.1,13.5,12.0,2.0,1.2,18.6,24.4,-0.5,0.2,-0.3,-0.099,-7.3,-1.4,-8.7,-0.2,
Chinanu Onuaku,Louisville,2016,2,37,2016,1,20,HOU,C,5,1,52,12.3,0.799,0.0,0.571,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,0.123,-2.8,1.4,-1.5,0.0,
Chris Duarte,Oregon,2021,1,13,2021,1,24,IND,SG,55,39,1541,12.3,0.537,0.411,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,0.2,0.7,0.9,0.029,-1.2,-1.1,-2.3,-0.1,
Chris Livingston,Kentucky,2023,2,58,2023,1,20,MIL,SF,21,0,90,6.9,0.547,0.227,0.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,0.027,-7.0,-1.0,-8.0,-0.1,
Chris McCullough,Syracuse,2015,1,29,2015,1,20,BRK,PF,24,4,362,12.2,0.47,0.312,0.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,-0.1,0.4,0.3,0.043,-2.7,0.4,-2.4,0.0,
Chris Singleton,Florida State,2011,1,18,2011,1,22,WAS,SF,66,51,1431,8.3,0.462,0.407,0.141,3.4,15.1,9.2,5.0,2.5,1.6,10.3,11.5,0.1,1.5,1.5,0.052,-3.5,1.2,-2.2,-0.1,
Christian Braun,Kansas,2022,1,21,2022,1,21,DEN,SG,76,6,1181,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,
Christian Koloko,Arizona,2022,2,33,2022,1,22,TOR,C,58,19,802,11.4,0.517,0.08,0.393,11.1,13.3,12.1,5.0,1.3,6.9,10.2,10.4,0.7,1.0,1.7,0.104,-4.3,0.8,-3.5,-0.3,
Chuma Okeke,Auburn,2019,1,16,2020,1,22,ORL,PF,45,19,1133,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10.0,14.5,0.3,1.0,1.3,0.056,-1.9,0.5,-1.5,0.1,
Cleanthony Early,Wichita State,2014,2,34,2014,1,23,NYK,SF,39,7,647,8.4,0.447,0.393,0.224,3.8,13.8,8.7,9.1,2.0,1.5,14.5,19.6,-0.8,0.4,-0.4,-0.03,-3.7,-1.5,-5.2,-0.5,
Coby White,UNC,2019,1,7,2019,1,19,CHI,PG,65,1,1674,11.9,0.506,0.475,0.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,-0.5,1.4,0.9,0.026,-1.3,-1.6,-2.9,-0.4,ROY-5
Cody Martin,Nevada,2019,2,36,2019,1,24,CHO,SF,48,3,903,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1.0,0.052,-3.1,1.0,-2.1,0.0,
Cody Williams,Colorado,2024,1,10,2024,1,20,UTA,SG,50,21,1060,3.7,0.419,0.525,0.156,2.8,8.7,5.7,7.4,1.0,1.4,13.8,12.5,-1.2,0.1,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4,
Cody Zeller,Indiana,2013,1,4,2013,1,21,CHA,C,82,3,1416,13.1,0.498,0.002,0.495,9.4,18.8,14.1,10.4,1.5,2.3,15.0,18.9,0.4,2.2,2.6,0.09,-2.9,0.9,-2.0,0.0,
Colby Jones,Xavier,2023,2,34,2023,1,21,SAC,SG,30,0,192,8.9,0.422,0.31,0.155,9.7,13.7,11.7,13.9,1.8,2.4,11.6,19.1,-0.2,0.2,0.0,0.007,-5.4,0.4,-5.0,-0.1,
Cole Aldrich,Kansas,2010,1,11,2010,1,22,OKC,C,18,0,142,7.0,0.537,0.0,0.267,11.1,17.5,14.4,4.0,1.8,3.6,32.3,7.9,0.0,0.2,0.2,0.066,-5.6,1.6,-4.0,-0.1,
Cole Anthony,UNC,2020,1,15,2020,1,20,ORL,PG,47,34,1273,12.1,0.496,0.312,0.237,3.0,15.4,9.0,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0.0,-0.001,-1.9,-1.4,-3.3,-0.4,
Collin Murray-Boyles,South Carolina,2025,1,9,2025,1,20,TOR,PF,8,3,168,12.8,0.558,0.298,0.228,11.2,9.1,10.1,8.1,2.0,2.7,13.8,18.2,0.1,0.2,0.2,0.07,-1.2,-0.8,-2.0,0.0,
Collin Sexton,Alabama,2018,1,8,2018,1,20,CLE,PG,82,72,2605,12.0,0.52,0.245,0.211,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011,-1.4,-3.3,-4.7,-1.8,ROY-5
Cooper Flagg,Duke,2025,1,1,2025,1,19,DAL,PG,10,10,325,10.7,0.495,0.287,0.202,3.2,17.6,10.5,14.5,1.7,1.5,14.1,21.2,-0.4,0.5,0.1,0.02,-4.0,0.1,-3.9,-0.2,
Corey Kispert,Gonzaga,2021,1,15,2021,1,22,WAS,SF,77,36,1801,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,1.6,0.7,2.3,0.061,-0.8,-1.5,-2.3,-0.1,
Cory Jefferson,Baylor,2014,2,60,2014,1,24,BRK,PF,50,1,531,13.2,0.48,0.09,0.323,10.0,20.6,15.3,4.8,1.0,3.2,9.5,18.1,0.2,0.6,0.8,0.071,-2.1,-0.9,-3.0,-0.1,
Cory Joseph,Texas,2011,1,29,2011,1,20,SAS,PG,29,1,266,6.9,0.374,0.214,0.243,2.2,8.5,5.4,17.4,1.4,0.8,13.4,15.4,-0.2,0.2,0.0,0.001,-4.4,-0.6,-5.0,-0.2,
Craig Brackins,Iowa State,2010,1,21,2010,1,23,PHI,PF,3,0,33,0.1,0.25,0.313,0.0,7.0,7.0,7.0,4.6,1.6,0.0,0.0,22.3,-0.1,0.0,-0.1,-0.154,-8.4,-4.1,-12.5,-0.1,
D'Angelo Russell,Ohio State,2015,1,2,2015,1,19,LAL,PG,80,48,2259,13.2,0.507,0.387,0.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0.0,0.001,-0.7,-1.6,-2.3,-0.1,ROY-9
D.J. Wilson,Michigan,2017,1,17,2017,1,21,MIL,PF,22,0,71,10.3,0.622,0.313,0.125,3.3,13.2,8.3,6.1,2.1,1.2,19.2,13.3,0.0,0.1,0.1,0.054,-2.0,0.0,-2.0,0.0,
DaRon Holmes,Dayton,2024,1,22,2025,1,23,DEN,PF,2,0,4,24.4,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.212,10.2,1.1,11.3,0.0,
