Player,DraftStatus,DraftYear,DraftRound,DraftPick,Rk,Season,SeasonNum,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
A.J. Green,Undrafted,,,,1770,2022,1,23,MIL,SG,35,1,345,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1,
A.J. Green,Undrafted,,,,1414,2023,2,24,MIL,SG,56,0,614,10.5,0.617,0.862,0.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,0.084,-0.4,-1.7,-2.1,0.0,
A.J. Green,Undrafted,,,,841,2024,3,25,MIL,SG,73,7,1659,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,
A.J. Green,Undrafted,,,,105,2025,4,26,MIL,SG,9,9,251,10.9,0.755,0.922,0.172,0.4,9.0,4.8,7.0,0.4,0.4,10.4,13.0,0.5,0.1,0.6,0.108,-0.3,-1.6,-1.9,0.0,
A.J. Hammons,Drafted,2016.0,2,46,5050,2016,1,24,DAL,C,22,0,163,8.4,0.472,0.238,0.476,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,-0.2,0.2,0.0,-0.001,-6.6,0.0,-6.6,-0.2,
A.J. Lawson,Undrafted,,,,1880,2022,1,22,2TM,SG,15,0,108,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,
A.J. Lawson,Undrafted,,,,1307,2023,2,23,DAL,SG,42,0,311,11.2,0.519,0.413,0.19,4.9,12.6,8.8,8.9,1.5,0.8,9.6,20.0,0.0,0.3,0.2,0.036,-3.1,-1.5,-4.6,-0.2,
A.J. Lawson,Undrafted,,,,731,2024,3,24,TOR,SG,26,2,486,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20.0,0.4,0.4,0.8,0.081,-1.5,-1.0,-2.5,-0.1,
A.J. Price,Undrafted,,,,8101,2010,1,24,IND,PG,50,0,795,10.7,0.454,0.466,0.253,2.3,7.8,5.0,22.7,1.8,0.1,13.0,22.7,-0.4,0.7,0.3,0.02,-1.9,-1.1,-2.9,-0.2,
A.J. Price,Undrafted,,,,7641,2011,2,25,IND,PG,44,1,568,11.5,0.454,0.506,0.201,2.6,9.4,6.0,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,0.063,-0.6,-0.5,-1.0,0.1,
A.J. Price,Undrafted,,,,7159,2012,3,26,WAS,PG,57,22,1278,12.4,0.501,0.484,0.15,1.7,8.2,4.9,26.4,1.3,0.2,12.7,18.0,1.0,1.2,2.2,0.084,-0.2,-0.4,-0.6,0.5,
A.J. Price,Undrafted,,,,6693,2013,4,27,MIN,SG,28,0,99,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,0.0,-0.012,-2.4,-2.4,-4.8,-0.1,
A.J. Price,Undrafted,,,,6214,2014,5,28,3TM,PG,26,0,324,12.0,0.451,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0.0,8.7,22.5,0.0,0.2,0.3,0.041,-0.3,-1.1,-1.4,0.0,
AJ Griffin,Drafted,2022.0,1,16,1778,2022,1,19,ATL,SF,72,12,1401,12.6,0.577,0.486,0.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4,
AJ Griffin,Drafted,2022.0,1,16,1407,2023,2,20,ATL,SF,20,0,171,1.2,0.382,0.629,0.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,-0.4,0.0,-0.4,-0.12,-6.0,-3.5,-9.6,-0.3,
AJ Johnson,Drafted,2024.0,1,23,775,2024,1,20,2TM,SG,29,11,639,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0.0,-0.4,-0.032,-5.6,-2.5,-8.1,-1.0,
AJ Johnson,Drafted,2024.0,1,23,364,2025,2,21,WAS,SG,7,0,35,2.0,0.298,0.2,0.4,5.8,5.8,5.8,14.5,0.0,0.0,7.8,14.9,-0.1,0.0,-0.1,-0.12,-7.5,-4.8,-12.3,-0.1,
Aaron Brooks,Undrafted,,,,7826,2010,1,26,2TM,PG,59,12,1284,13.1,0.489,0.402,0.239,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,0.7,0.4,1.1,0.04,-0.3,-2.7,-3.0,-0.3,
Aaron Brooks,Undrafted,,,,6875,2012,2,28,2TM,PG,53,20,997,11.8,0.555,0.424,0.165,1.5,7.9,4.6,18.0,1.5,0.8,16.5,18.1,0.8,0.0,0.8,0.041,-0.8,-1.4,-2.2,0.0,
Aaron Brooks,Undrafted,,,,6398,2013,3,29,2TM,PG,72,12,1557,12.5,0.518,0.427,0.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,1.3,0.9,2.2,0.067,-0.2,-0.8,-1.0,0.4,
Aaron Brooks,Undrafted,,,,5904,2014,4,30,CHI,PG,82,21,1885,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,0.083,0.3,-1.1,-0.8,0.5,6MOY-11
Aaron Brooks,Undrafted,,,,5427,2015,5,31,CHI,PG,69,0,1108,11.8,0.494,0.394,0.136,2.0,7.5,4.8,26.0,1.4,0.7,14.2,22.9,0.2,0.7,0.9,0.04,-1.3,-1.3,-2.6,-0.2,
Aaron Brooks,Undrafted,,,,4937,2016,6,32,IND,PG,65,0,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.4,-1.2,-3.7,-0.4,
Aaron Brooks,Undrafted,,,,4404,2017,7,33,MIN,PG,32,1,189,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1,
Aaron Gordon,Drafted,2014.0,1,4,6018,2014,1,19,ORL,PF,47,8,797,11.4,0.517,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1.0,0.06,-2.6,-0.1,-2.7,-0.2,
Aaron Gordon,Drafted,2014.0,1,4,5525,2015,2,20,ORL,PF,78,37,1863,17.0,0.541,0.245,0.333,9.0,21.3,15.1,10.3,1.6,2.4,9.0,17.3,3.2,2.2,5.4,0.139,0.9,0.1,1.0,1.4,
Aaron Gordon,Drafted,2014.0,1,4,5037,2016,3,21,ORL,SF,80,72,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2.0,1.7,3.7,0.077,-0.3,-0.7,-1.0,0.6,
Aaron Gordon,Drafted,2014.0,1,4,4519,2017,4,22,ORL,PF,58,57,1909,16.5,0.53,0.395,0.26,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,0.072,0.9,-0.6,0.3,1.1,
Aaron Gordon,Drafted,2014.0,1,4,3999,2018,5,23,ORL,PF,78,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,
Aaron Gordon,Drafted,2014.0,1,4,3459,2019,6,24,ORL,PF,62,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,
Aaron Gordon,Drafted,2014.0,1,4,2922,2020,7,25,2TM,PF,50,50,1384,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,
Aaron Gordon,Drafted,2014.0,1,4,2543,2021,8,26,DEN,PF,75,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,
Aaron Gordon,Drafted,2014.0,1,4,1765,2022,9,27,DEN,PF,68,68,2055,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,
Aaron Gordon,Drafted,2014.0,1,4,1419,2023,10,28,DEN,PF,73,73,2297,16.8,0.607,0.193,0.376,8.6,13.9,11.4,15.2,1.2,1.7,11.2,17.8,4.5,2.6,7.1,0.148,1.2,0.1,1.3,1.9,
Aaron Gordon,Drafted,2014.0,1,4,845,2024,11,29,DEN,PF,51,42,1447,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,
Aaron Gordon,Drafted,2014.0,1,4,124,2025,12,30,DEN,PF,8,8,236,20.8,0.705,0.423,0.402,3.5,15.4,10.0,7.7,1.4,0.4,10.2,22.7,0.7,0.4,1.1,0.218,4.1,-0.7,3.4,0.3,
Aaron Gray,Undrafted,,,,7937,2010,1,26,NOH,C,41,6,531,11.0,0.566,0.0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.1,-3.9,-0.2,-4.0,-0.3,
Aaron Gray,Undrafted,,,,7462,2011,2,27,TOR,C,49,40,813,11.1,0.526,0.0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,0.082,-3.6,0.1,-3.5,-0.3,
Aaron Gray,Undrafted,,,,6973,2012,3,28,TOR,C,42,16,513,9.0,0.544,0.0,0.489,10.9,20.0,15.4,9.9,0.7,0.8,24.8,13.1,0.2,0.4,0.5,0.05,-3.9,-0.4,-4.3,-0.3,
Aaron Gray,Undrafted,,,,6508,2013,4,29,2TM,C,37,6,355,7.8,0.466,0.016,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-0.3,0.4,0.1,0.016,-4.9,0.2,-4.7,-0.2,
Aaron Harrison,Undrafted,,,,5551,2015,1,21,CHO,SG,21,0,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3.0,3.2,0.0,14.1,13.7,-0.2,0.1,0.0,-0.014,-7.2,0.9,-6.3,-0.1,
Aaron Harrison,Undrafted,,,,5061,2016,2,22,CHO,SG,5,0,17,-2.2,0.102,0.5,0.5,0.0,19.5,9.7,22.6,0.0,0.0,0.0,12.9,-0.1,0.0,-0.1,-0.146,-10.1,-1.7,-11.8,0.0,
Aaron Harrison,Undrafted,,,,4541,2017,3,23,DAL,SG,9,3,233,5.1,0.392,0.623,0.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3,
Aaron Henry,Undrafted,,,,2508,2021,1,22,PHI,SF,6,0,17,-7.4,0.2,0.2,0.0,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,-0.1,0.0,-0.1,-0.306,-14.0,-2.4,-16.5,-0.1,
Aaron Holiday,Drafted,2018.0,1,23,4039,2018,1,22,IND,PG,50,0,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,
Aaron Holiday,Drafted,2018.0,1,23,3503,2019,2,23,IND,PG,66,33,1617,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,
Aaron Holiday,Drafted,2018.0,1,23,2964,2020,3,24,IND,PG,66,8,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,
Aaron Holiday,Drafted,2018.0,1,23,2497,2021,4,25,2TM,PG,63,15,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,
Aaron Holiday,Drafted,2018.0,1,23,1809,2022,5,26,ATL,PG,63,6,845,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,
Aaron Holiday,Drafted,2018.0,1,23,1376,2023,6,27,HOU,PG,78,1,1269,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,
Aaron Holiday,Drafted,2018.0,1,23,812,2024,7,28,HOU,PG,62,3,792,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,
Aaron Holiday,Drafted,2018.0,1,23,383,2025,8,29,HOU,PG,4,0,26,11.5,0.781,0.571,0.429,0.0,12.3,6.5,21.4,0.0,0.0,32.5,19.6,0.0,0.0,0.0,0.079,-2.3,-2.4,-4.8,0.0,
Aaron Jackson,Undrafted,,,,4583,2017,1,31,HOU,PG,1,0,35,2.4,0.405,0.444,0.222,6.5,3.2,4.8,4.0,0.0,0.0,9.2,13.7,0.0,0.0,0.0,-0.017,-6.6,-2.3,-8.9,-0.1,
Aaron Nesmith,Drafted,2020.0,1,14,3104,2020,1,21,BOS,SF,46,1,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,
Aaron Nesmith,Drafted,2020.0,1,14,2335,2021,2,22,BOS,SF,52,3,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,
Aaron Nesmith,Drafted,2020.0,1,14,1954,2022,3,23,IND,SF,73,60,1816,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4,
Aaron Nesmith,Drafted,2020.0,1,14,1225,2023,4,24,IND,SF,72,47,1995,12.8,0.631,0.526,0.216,3.6,12.0,7.8,6.6,1.5,2.0,8.4,16.0,2.8,1.3,4.1,0.098,-0.3,-0.2,-0.5,0.8,
Aaron Nesmith,Drafted,2020.0,1,14,652,2024,5,25,IND,SF,45,37,1123,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,
Aaron Nesmith,Drafted,2020.0,1,14,59,2025,6,26,IND,SF,9,9,283,11.4,0.516,0.573,0.266,5.2,10.1,7.4,5.1,1.2,0.6,5.5,20.8,0.1,0.3,0.3,0.058,-0.8,-1.5,-2.3,0.0,
Aaron Wiggins,Drafted,2021.0,2,55,2160,2021,1,23,OKC,SG,50,35,1209,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,
Aaron Wiggins,Drafted,2021.0,2,55,2124,2022,2,24,OKC,SG,70,14,1297,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0,
Aaron Wiggins,Drafted,2021.0,2,55,1053,2023,3,25,OKC,SG,78,4,1228,15.6,0.664,0.334,0.188,5.7,11.0,8.4,9.3,2.2,1.4,12.1,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,
Aaron Wiggins,Drafted,2021.0,2,55,478,2024,4,26,OKC,SG,76,26,1744,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,
Aaron Wiggins,Drafted,2021.0,2,55,109,2025,5,27,OKC,SG,9,5,248,15.1,0.578,0.541,0.081,4.1,10.0,7.2,12.0,0.8,2.9,7.3,21.6,0.3,0.4,0.7,0.132,1.5,-1.1,0.4,0.1,
Abdel Nader,Drafted,2016.0,2,58,4702,2017,1,24,BOS,SF,48,1,522,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,
Abdel Nader,Drafted,2016.0,2,58,4180,2018,2,25,OKC,SF,61,1,694,8.8,0.522,0.465,0.167,2.0,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0.0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2,
Abdel Nader,Drafted,2016.0,2,58,3642,2019,3,26,OKC,SF,55,6,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2,
Abdel Nader,Drafted,2016.0,2,58,3102,2020,4,27,PHO,SF,24,0,355,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,
Abdel Nader,Drafted,2016.0,2,58,2338,2021,5,28,PHO,SF,14,0,145,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-4.9,-0.1,
Ace Bailey,Drafted,2025.0,1,5,206,2025,1,19,UTA,SF,9,0,166,5.8,0.418,0.322,0.169,9.5,9.8,9.6,12.7,0.9,0.6,15.9,18.5,-0.2,0.0,-0.2,-0.056,-5.7,-2.9,-8.6,-0.3,
Acie Law,Undrafted,,,,8018,2010,1,26,2TM,PG,51,0,726,9.9,0.502,0.194,0.344,1.9,8.2,5.0,16.3,2.2,0.0,16.7,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4.0,-0.4,
Adam Flagler,Undrafted,,,,1448,2023,1,24,OKC,SG,2,0,14,0.6,0.214,0.857,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,
Adam Flagler,Undrafted,,,,867,2024,2,25,OKC,SG,37,0,203,3.7,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4.0,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4,
Adam Mokoka,Undrafted,,,,3625,2019,1,21,CHI,SF,11,0,112,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,0.073,-2.9,-1.2,-4.1,-0.1,
Adam Mokoka,Undrafted,,,,3089,2020,2,22,CHI,SG,14,0,56,2.2,0.386,0.526,0.053,2.0,7.8,4.9,11.9,1.7,1.6,20.5,18.9,-0.2,0.1,-0.1,-0.112,-7.7,-1.6,-9.3,-0.1,
Adama Sanogo,Undrafted,,,,1150,2023,1,21,CHI,PF,9,0,66,21.9,0.558,0.0,0.444,31.6,29.4,30.5,0.0,0.8,0.0,13.4,24.8,0.1,0.1,0.2,0.133,-0.4,-6.3,-6.7,-0.1,
Adama Sanogo,Undrafted,,,,579,2024,2,22,CHI,C,4,0,21,15.2,0.571,0.0,0.0,25.4,4.9,15.0,6.7,0.0,0.0,12.5,15.9,0.0,0.0,0.0,0.105,0.7,-3.4,-2.6,0.0,
Ade Murkey,Undrafted,,,,2343,2021,1,24,SAC,SG,1,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0,
Adem Bona,Drafted,2024.0,2,41,997,2024,1,21,PHI,C,58,11,905,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,
Adem Bona,Drafted,2024.0,2,41,232,2025,2,22,PHI,C,9,3,141,8.0,0.47,0.063,0.75,9.4,12.7,11.1,2.5,1.3,9.1,24.8,8.2,-0.1,0.2,0.1,0.033,-5.1,1.0,-4.0,-0.1,
Admiral Schofield,Drafted,2019.0,2,42,3721,2019,1,22,WAS,PF,33,2,368,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,
Admiral Schofield,Drafted,2019.0,2,42,2249,2021,2,24,ORL,SF,38,1,469,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,
Admiral Schofield,Drafted,2019.0,2,42,2029,2022,3,25,ORL,PF,37,0,451,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1,
Admiral Schofield,Drafted,2019.0,2,42,1145,2023,4,26,ORL,PF,23,0,84,6.0,0.484,0.615,0.077,4.2,19.7,11.9,11.6,0.6,0.0,15.7,16.6,-0.1,0.1,0.0,0.006,-4.1,-0.8,-4.9,-0.1,
Adonis Thomas,Undrafted,,,,6757,2013,1,20,2TM,SF,6,1,37,7.3,0.485,0.357,0.071,0.0,9.2,4.6,13.4,0.0,0.0,6.5,18.5,0.0,0.0,0.0,0.001,-4.2,-2.0,-6.2,0.0,
Adreian Payne,Drafted,2014.0,1,15,6203,2014,1,23,2TM,PF,32,22,739,7.7,0.443,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1.0,15.5,17.0,-0.7,0.2,-0.5,-0.033,-5.0,-2.0,-6.9,-0.9,
Adreian Payne,Drafted,2014.0,1,15,5714,2015,2,24,MIN,PF,52,2,486,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-6.1,-0.2,-6.2,-0.5,
Adreian Payne,Drafted,2014.0,1,15,5231,2016,3,25,MIN,PF,18,0,135,14.4,0.505,0.278,0.352,7.7,21.0,14.3,8.0,3.0,4.4,11.4,23.1,0.0,0.2,0.2,0.086,-3.8,1.5,-2.3,0.0,
Adreian Payne,Drafted,2014.0,1,15,4736,2017,4,26,ORL,PF,5,0,43,18.8,0.831,0.3,0.6,5.1,18.0,11.5,0.0,2.3,0.0,13.7,15.0,0.1,0.0,0.2,0.203,1.8,0.6,2.4,0.0,
Ahmad Caver,Undrafted,,,,2733,2021,1,25,IND,SG,1,0,1,76.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,1.204,31.0,5.9,36.9,0.0,
Ajay Mitchell,Drafted,2024.0,2,38,674,2024,1,22,OKC,SG,36,1,597,12.0,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,
Ajay Mitchell,Drafted,2024.0,2,38,68,2025,2,23,OKC,SG,10,2,276,19.1,0.569,0.285,0.308,4.1,10.5,7.4,22.4,3.0,0.7,10.9,25.9,0.4,0.6,1.0,0.174,0.5,1.0,1.5,0.2,
Al Harrington,Undrafted,,,,7949,2010,1,30,DEN,PF,73,3,1665,12.3,0.527,0.486,0.173,5.4,17.2,11.5,9.6,1.2,0.5,12.7,22.3,0.6,1.5,2.1,0.06,-0.6,-1.1,-1.7,0.1,
Al Harrington,Undrafted,,,,7476,2011,2,31,DEN,PF,64,1,1761,15.3,0.535,0.392,0.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,1.6,1.6,3.2,0.088,0.5,-0.8,-0.4,0.7,6MOY-4
Al Harrington,Undrafted,,,,6988,2012,3,32,ORL,C,10,0,119,10.3,0.434,0.526,0.07,5.7,19.9,12.8,13.7,1.8,0.6,10.6,25.1,-0.1,0.1,0.0,-0.012,-3.0,-1.5,-4.5,-0.1,
Al Harrington,Undrafted,,,,6523,2013,4,33,WAS,PF,34,0,511,9.7,0.506,0.483,0.169,3.3,15.0,9.1,8.7,1.4,0.0,13.3,22.7,-0.2,0.5,0.4,0.035,-3.2,-1.0,-4.2,-0.3,
Al Horford,Undrafted,,,,7971,2010,1,24,ATL,C,77,77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.179,2.5,1.1,3.6,3.9,"AS,NBA3"
Al Horford,Undrafted,,,,7501,2011,2,25,ATL,C,11,11,348,19.0,0.585,0.01,0.291,8.8,17.1,13.0,11.7,1.5,3.1,12.1,17.9,0.8,0.6,1.3,0.18,1.8,1.5,3.4,0.5,
Al Horford,Undrafted,,,,7013,2012,3,26,ATL,C,74,74,2756,19.8,0.56,0.006,0.196,8.2,23.0,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,0.153,1.3,0.6,1.9,2.7,
Al Horford,Undrafted,,,,6546,2013,4,27,ATL,C,29,29,958,22.0,0.588,0.026,0.202,8.0,21.4,14.8,15.2,1.4,3.6,12.3,24.7,1.5,1.3,2.8,0.141,2.2,0.8,3.0,1.2,
Al Horford,Undrafted,,,,6064,2014,5,28,ATL,C,76,76,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,2.6,1.5,4.1,3.6,AS
Al Horford,Undrafted,,,,5573,2015,6,29,ATL,C,82,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,2.2,1.6,3.8,3.9,"DPOY-13,AS"
Al Horford,Undrafted,,,,5083,2016,7,30,BOS,C,68,68,2193,17.7,0.553,0.302,0.169,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,3.6,2.7,6.3,0.138,2.3,1.1,3.4,3.0,
Al Horford,Undrafted,,,,4567,2017,8,31,BOS,C,72,72,2277,17.6,0.575,0.3,0.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,2.4,2.0,4.4,3.7,"DPOY-5,AS,DEF2"
Al Horford,Undrafted,,,,4046,2018,9,32,BOS,C,68,68,1973,20.2,0.605,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.181,3.3,1.9,5.1,3.6,
Al Horford,Undrafted,,,,3509,2019,10,33,PHI,C,67,61,2025,15.7,0.536,0.399,0.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.128,1.3,1.0,2.2,2.2,
Al Horford,Undrafted,,,,2970,2020,11,34,OKC,C,28,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,2.0,1.4,3.4,1.1,
Al Horford,Undrafted,,,,2491,2021,12,35,BOS,C,69,69,2005,16.7,0.574,0.466,0.167,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2,DPOY-9
